,PCA1,PCA2,PCA3,sample_id,label
0,1.3020996014929578,-0.1212843779506177,-0.3026112073760959,67572,feces
1,2.2290787437601156,0.34321077177216336,-0.535672754617689,35170,feces
2,0.1992143405294474,0.273909897135222,-0.5212154528883514,97270,feces
3,-1.0986139506587382,-0.22936271374542758,-0.21692465648383122,41721,feces
4,-1.1445908952317798,0.6104360625971411,-0.1422190760611341,93557,feces
5,-0.955111528216421,1.5520264739584522,0.4315378892003278,76530,feces
6,0.5263287897207555,0.7201868457437656,0.5813543692802439,46272,feces
7,-0.8042310341031143,0.8671900993751622,1.0618953906539563,50785,sebum
8,-1.6027163685271562,-1.1782642402705972,-0.2522968166388003,69143,sebum
9,-2.117883010205251,-1.2074059575972629,0.1776039544692859,15140,sebum
10,-1.439781558427939,0.3884326407536585,0.49045183246350765,12341,saliva
11,0.268563387206464,1.4637155491176135,2.9217716334832935,71881,feces
12,-0.034684885572418826,0.8050123551940128,0.7451447285744015,90165,feces
13,0.716778558723814,0.4842887965535293,0.7068195585386521,83000,feces
14,1.1601679241735965,-0.6515086979445874,-1.1882469329990077,27707,feces
15,0.44440106488350894,0.19253013442641354,1.2996829823695024,87043,feces
16,1.3186485544804896,-0.1471889645339964,-0.641395853551011,14682,feces
17,0.71364074924681,0.770151254143716,0.8746829194690416,73899,feces
18,3.828197434409228,-0.9580908477350277,-0.3109764337623464,30743,feces
19,1.7207410145753321,0.3036012962985552,0.3223458404628339,74532,feces
20,1.6392483240834634,-0.1670651517895103,0.02623698150710279,4737,feces
21,0.7019930591779133,0.9070039127719706,1.1003982411956426,99174,feces
22,-1.7522320625404582,-0.9191265952701491,0.8607277941679604,50446,sebum
23,-0.4307220171340285,0.532539360498296,-0.693992923214153,15276,feces
24,-0.6391888362726567,0.8561983216175002,0.1784845155204766,16353,feces
25,1.20661343287065,-0.3660052543277562,0.08220028257788006,9188,feces
26,1.4953443945958311,1.5113191124615852,0.41685583414291005,26531,feces
27,1.6090783915857956,-0.25709761902305023,0.5784682779435472,48287,feces
28,1.7011446923118434,-0.6107046032561331,-0.12181965218647055,47013,feces
29,0.5476911405187891,0.34693884662345725,-0.7436243878733972,37927,feces
30,0.12857435407168627,2.0706982657782786,1.4693930602260128,23573,feces
31,0.1813737485103151,1.6108891551029612,0.8630402406004455,98726,feces
32,5.062845056746034,-1.5052662411966338,0.25205129661538717,2739,feces
33,0.8720663883027411,0.7437765799237246,-0.08384089206055968,38115,feces
