index,sample_name,faith_pd,sample_id
331,10317.000051193.7852,9.97643,51193
332,10317.000023619.3020,7.056260000000001,23619
333,10317.000068114.26479,14.821979999999998,68114
334,10317.000027799.2982,9.02778,27799
335,10317.000036179.3098,11.3652,36179
336,10317.000090006.51570,8.167819999999999,90006
337,10317.000072591.53379,21.166460000000004,72591
338,10317.000007512.26483,12.8758,7512
339,10317.000007510.26483,19.97208,7510
340,10317.000071887.48742,9.37412,71887
341,10317.000096842.62401,3.9639399999999987,96842
342,10317.000023001.25501,16.3386,23001
343,10317.000035358.2982,6.5851099999999985,35358
344,10317.000002511.2907,13.736870000000001,2511
345,10317.000028079.3022,14.75681,28079
346,10317.000084388.45578,21.45893,84388
347,10317.000036880.4016,14.30651,36880
348,10317.000068398.26479,7.12712,68398
349,10317.000079810.42298,16.322190000000006,79810
350,10317.000072290.50470,9.46215,72290
351,10317.000002637.2948,10.70351,2637
352,10317.000089979.51570,11.85106,89979
353,10317.000005749.3018,6.585049999999999,5749
354,10317.000101270.56187,12.971210000000001,101270
355,10317.000089733.51570,19.707,89733
356,10317.000073829.33800,13.264879999999998,73829
357,10317.000001820.2923,15.619399999999995,1820
358,10317.000029323.2982,15.91141,29323
359,10317.000049127.30606,11.135579999999996,49127
360,10317.000039521.25370,16.70821,39521
361,10317.000015777.26485,14.562860000000004,15777
362,10317.000053374.25501,7.363630000000001,53374
363,10317.000047586.26478,12.1665,47586
364,10317.000049996.4491,17.728749999999994,49996
365,10317.000037507.3099,12.2435,37507
366,10317.000017208.2923,13.06063,17208
367,10317.000030222.3022,14.070260000000001,30222
368,10317.000006620.2905,9.406889999999999,6620
369,10317.000015403.2919,20.280249999999995,15403
370,10317.000003609.3018,13.11312,3609
371,10317.000046919.4033,13.05269,46919
372,10317.000009175.2909,13.704860000000002,9175
373,10317.000022120.2988,13.932179999999999,22120
374,10317.000009241.2909,9.52166,9241
375,10317.000038133.4016,20.20951,38133
376,10317.000027858.3022,13.943319999999998,27858
377,10317.000028704.3098,11.80114,28704
378,10317.000017621.2988,19.96315,17621
379,10317.000101096.56187,13.239679999999998,101096
380,10317.000098754.56079,14.023470000000001,98754
381,10317.000021819.2988,13.7112,21819
382,10317.000047942.53347,17.91293,47942
383,10317.000039562.25370,14.994390000000005,39562
384,10317.000036165.3099,16.231260000000002,36165
385,10317.000003639.2960,6.131680000000001,3639
386,10317.000076740.53379,17.2792,76740
387,10317.000046665.4033,16.489869999999996,46665
388,10317.000044530.25501,8.84839,44530
389,10317.000044556.26481,15.681239999999999,44556
390,10317.000067555.26479,11.13688,67555
391,10317.000035470.25501,18.34193,35470
392,10317.000083083.48742,15.840810000000001,83083
393,10317.000091096.52698,13.64249,91096
394,10317.000040321.4016,12.867189999999999,40321
395,10317.000009020.2911,12.9686,9020
396,10317.000050497.46739,11.85336,50497
397,10317.000086628.51570,17.929740000000006,86628
398,10317.000087033.45578,16.084199999999996,87033
399,10317.000015394.2919,7.614939999999999,15394
400,10317.000063289.26480,30.45615,63289
401,10317.000033458.4016,15.250439999999998,33458
402,10317.000028517.2982,15.34805,28517
403,10317.000010351.26483,7.902249999999999,10351
404,10317.000076345.53379,7.919580000000001,76345
405,10317.000022398.4021,10.568790000000002,22398
406,10317.000047788.31503,12.44263,47788
407,10317.000010565.2919,11.07918,10565
408,10317.000027922.48742,11.71685,27922
409,10317.000070837.50470,22.3264,70837
410,10317.000004086.2909,19.3454,4086
411,10317.000014379.2917,17.30549,14379
412,10317.000071423.30606,13.08643,71423
413,10317.000069234.25862,20.36405,69234
414,10317.000023984.3018,17.0724,23984
415,10317.000054021.31503,12.386680000000002,54021
416,10317.000001930.2932,14.339440000000002,1930
417,10317.000050183.7852,19.293020000000002,50183
418,10317.000071943.30606,12.18768,71943
419,10317.000069409.31503,9.85209,69409
420,10317.000074635.42299,12.60506,74635
421,10317.000072081.53379,20.95332,72081
422,10317.000020496.3020,8.557540000000001,20496
423,10317.000068950.41931,19.49089,68950
424,10317.000042693.4016,8.808060000000003,42693
425,10317.000006004.2909,9.1877,6004
426,10317.000072014.50470,6.1841599999999985,72014
427,10317.000002626.2960,6.1067300000000015,2626
428,10317.000046514.4033,15.237439999999998,46514
429,10317.000073870.33800,11.099110000000001,73870
430,10317.000058746.26478,11.3241,58746
431,10317.000013202.3516,11.85885,13202
432,10317.000038105.32981,18.49508,38105
433,10317.000069057.26480,17.4116,69057
434,10317.000058849.25862,19.18189,58849
435,10317.000047229.7852,13.222010000000004,47229
436,10317.000070779.31503,19.35534,70779
437,10317.000062301.45578,7.554979999999999,62301
438,10317.000065770.25853,7.45962,65770
439,10317.000017390.25370,7.952319999999999,17390
440,10317.000047898.53347,24.75725,47898
441,10317.000038418.3516,8.7099,38418
442,10317.000086671.51570,18.72211,86671
443,10317.000010873.2932,12.94092,10873
444,10317.000013400.2988,15.71388,13400
445,10317.000023586.30606,5.87831,23586
446,10317.000047815.30606,17.18759,47815
447,10317.000069245.30606,13.28294,69245
448,10317.000054163.25853,16.11202,54163
449,10317.000005738.2907,12.991219999999998,5738
450,10317.000020671.2988,17.4202,20671
451,10317.000068835.26480,16.80762,68835
452,10317.000036384.26481,15.10247,36384
453,10317.000022001.2988,13.02472,22001
454,10317.000028930.3020,15.984879999999999,28930
455,10317.000067635.26479,12.97016,67635
456,10317.000069117.26480,29.4837,69117
457,10317.000029630.2982,15.47675,29630
458,10317.000052280.7852,12.304689999999999,52280
459,10317.000022906.3020,6.34068,22906
460,10317.000058358.25370,14.412239999999999,58358
461,10317.000028663.3020,17.25168,28663
462,10317.000030115.50470,6.5591599999999985,30115
463,10317.000015163.2919,14.611879999999996,15163
464,10317.000028933.3099,14.9599,28933
465,10317.000040414.4583,20.38897,40414
466,10317.000034158.30606,6.027829999999999,34158
467,10317.000076743.54638,12.419310000000001,76743
468,10317.000026103.3020,10.0032,26103
469,10317.000011103.2932,16.883879999999998,11103
470,10317.000015828.2923,17.307920000000003,15828
471,10317.000038308.25501,14.419629999999998,38308
472,10317.000089496.48742,21.061290000000003,89496
473,10317.000049950.25370,11.159130000000001,49950
474,10317.000012460.32954,34.11059,12460
475,10317.000063318.31503,15.69943,63318
476,10317.000089506.48742,6.616739999999999,89506
477,10317.000030276.25862,16.082379999999993,30276
478,10317.000002198.2932,12.56857,2198
479,10317.000028742.4016,16.476409999999998,28742
480,10317.000042809.25501,14.80759,42809
481,10317.000038327.4583,22.76367,38327
482,10317.000058886.53379,20.89383,58886
483,10317.000016217.2921,22.52743,16217
484,10317.000058876.25862,16.38605,58876
485,10317.000028227.3022,18.4478,28227
486,10317.000010468.32954,8.21903,10468
487,10317.000087260.56079,17.20137,87260
488,10317.000065420.26478,13.124149999999995,65420
489,10317.000050508.46739,20.91872,50508
490,10317.000071407.30606,17.44969,71407
491,10317.000041344.3080,9.882090000000002,41344
492,10317.000046654.4033,10.77417,46654
493,10317.000066909.26478,5.83513,66909
494,10317.000031205.3099,12.82328,31205
495,10317.000044360.26484,9.98219,44360
496,10317.000003601.2960,8.042009999999998,3601
497,10317.000029369.3022,19.928810000000002,29369
498,10317.000045004.4016,15.4088,45004
499,10317.000073832.33800,8.421679999999999,73832
500,10317.000076316.48742,25.28632,76316
501,10317.000010351.26485,7.705400000000003,10351
502,10317.000047004.4033,16.771929999999998,47004
503,10317.000039664.30606,6.304199999999999,39664
504,10317.000032897.3099,20.48039,32897
505,10317.000062987.50470,13.076470000000002,62987
506,10317.000027908.3020,21.09442,27908
507,10317.000083038.48742,14.340279999999998,83038
508,10317.000038234.25501,7.978509999999999,38234
509,10317.000010418.26483,7.15525,10418
510,10317.000030245.2982,14.9041,30245
511,10317.000022604.3020,10.445980000000002,22604
512,10317.000067007.45578,13.534920000000005,67007
513,10317.000029559.3022,14.98569,29559
514,10317.000002849.2948,18.04138,2849
515,10317.000005937.2932,9.06436,5937
516,10317.000093566.53379,10.353930000000002,93566
517,10317.000067780.26479,17.539299999999994,67780
518,10317.000002011.25853,9.45362,2011
519,10317.000047797.25853,16.688159999999996,47797
520,10317.000098919.56079,17.286479999999997,98919
522,10317.000015653.32954,9.489400000000002,15653
523,10317.000043012.4016,15.55811,43012
524,10317.000008982.2907,11.551910000000001,8982
525,10317.000002631.2948,12.15234,2631
526,10317.000033092.25501,7.944309999999999,33092
527,10317.000031165.2982,12.58233,31165
528,10317.000039886.25498,10.67255,39886
529,10317.000090033.48742,5.67014,90033
530,10317.000015450.2919,16.531019999999998,15450
531,10317.000031493.3516,13.068210000000002,31493
532,10317.000032753.32981,17.28303,32753
533,10317.000018039.2921,19.63225,18039
534,10317.000040090.4016,17.347009999999994,40090
535,10317.000083082.48742,16.251209999999997,83082
536,10317.000004250.2923,12.27442,4250
537,10317.000021550.2988,19.46651,21550
538,10317.000038043.4016,14.11403,38043
539,10317.000050481.46739,30.30285000000001,50481
540,10317.000012286.2911,11.836689999999995,12286
541,10317.000031515.2982,11.701359999999998,31515
542,10317.000027648.3020,11.925289999999999,27648
543,10317.000023392.3020,12.20527,23392
544,10317.000033552.26484,16.461370000000002,33552
545,10317.000039745.31503,14.968379999999998,39745
546,10317.000090544.52698,12.286059999999996,90544
547,10317.000066920.26480,7.182319999999999,66920
548,10317.000042751.26484,12.327470000000002,42751
549,10317.000001987.2948,19.02505,1987
550,10317.000023751.45578,19.96481,23751
551,10317.000007560.26483,12.44472,7560
552,10317.000071893.30606,12.79,71893
553,10317.000076289.48742,18.21625,76289
554,10317.000023234.2988,5.5520000000000005,23234
555,10317.000090117.52698,15.46729,90117
556,10317.000030299.3022,22.50492,30299
557,10317.000030703.3516,18.304579999999998,30703
558,10317.000007839.2926,24.683959999999995,7839
559,10317.000067654.26479,18.992369999999994,67654
560,10317.000039590.25498,21.1531,39590
561,10317.000098758.56187,14.030569999999996,98758
562,10317.000093043.56079,15.044329999999999,93043
563,10317.000010435.32954,12.81845,10435
564,10317.000030959.3099,14.869559999999998,30959
565,10317.000018402.2988,7.77827,18402
566,10317.000068179.26480,13.11611,68179
567,10317.000076282.42299,18.34672,76282
568,10317.000046868.4033,15.721869999999996,46868
569,10317.000047027.4033,15.305089999999998,47027
570,10317.000030965.3516,18.741890000000005,30965
571,10317.000086675.51570,18.58773,86675
572,10317.000005165.2960,23.41092,5165
573,10317.000022607.3018,21.02569,22607
574,10317.000101056.56187,17.708639999999995,101056
575,10317.000028405.3022,9.73117,28405
576,10317.000102623.56187,11.27777,102623
577,10317.000026011.3018,18.018899999999995,26011
578,10317.000067857.26479,14.29202,67857
579,10317.000027819.2982,15.57877,27819
580,10317.000097073.62401,6.832960000000001,97073
581,10317.000033146.7852,14.438979999999999,33146
582,10317.000097283.54638,10.22826,97283
583,10317.000065673.25853,12.501319999999998,65673
584,10317.000001673.2932,14.26377,1673
585,10317.000072148.50470,11.70325,72148
586,10317.000021552.2988,15.50184,21552
587,10317.000073787.33800,14.2384,73787
588,10317.000023578.25370,9.78559,23578
589,10317.000027760.3022,16.353330000000003,27760
590,10317.000030511.3516,13.690459999999998,30511
591,10317.000066471.25853,9.04482,66471
592,10317.000037494.3098,5.976559999999999,37494
593,10317.000083062.48742,14.17106,83062
594,10317.000068047.30606,15.943740000000002,68047
595,10317.000084280.42298,15.83256,84280
596,10317.000041317.4016,13.579999999999998,41317
597,10317.000027641.3020,17.26812,27641
598,10317.000051067.46739,7.500759999999998,51067
599,10317.000052147.50470,12.84079,52147
600,10317.000072087.48742,10.19737,72087
601,10317.000014183.2917,12.261460000000001,14183
602,10317.000020773.2988,18.29231,20773
603,10317.000014258.2917,18.17208,14258
604,10317.000068524.53379,20.894879999999993,68524
605,10317.000042906.26531,18.39068,42906
606,10317.000047025.4033,16.859460000000002,47025
607,10317.000006666.2960,12.93934,6666
608,10317.000029465.3099,14.20948,29465
609,10317.000049936.4021,7.646139999999999,49936
610,10317.000022923.3098,11.479619999999999,22923
611,10317.000048122.26531,14.6478,48122
612,10317.000074530.41931,18.20138,74530
613,10317.000065856.25853,17.30678,65856
614,10317.000028882.3022,18.13408,28882
615,10317.000068132.26479,13.575410000000002,68132
616,10317.000010840.2932,12.14517,10840
617,10317.000074388.45578,13.58574,74388
618,10317.000013604.2911,6.911980000000001,13604
619,10317.000007791.2926,9.755209999999998,7791
620,10317.000003897.2919,16.448539999999998,3897
621,10317.000054282.31503,16.084120000000002,54282
622,10317.000086660.51570,19.43049,86660
623,10317.000020748.26478,4.15198,20748
624,10317.000051183.4021,7.801070000000001,51183
625,10317.000039601.25498,14.53888,39601
626,10317.000022188.3020,4.365569999999999,22188
627,10317.000031311.2982,15.75702,31311
628,10317.000009132.2917,15.80064,9132
629,10317.000029625.26531,12.502809999999998,29625
630,10317.000089518.48742,13.13274,89518
631,10317.000012990.2932,11.86698,12990
632,10317.000029546.32981,15.47435,29546
633,10317.000016481.2919,20.76738,16481
634,10317.000009767.2905,13.012889999999999,9767
635,10317.000038312.26484,16.05189,38312
636,10317.000013231.2911,19.62141,13231
637,10317.000017757.3020,5.53345,17757
638,10317.000041946.25501,8.5045,41946
639,10317.000013243.3020,17.90766,13243
640,10317.000012149.2917,18.05688,12149
641,10317.000013255.3099,17.61712,13255
642,10317.000066907.33800,9.25891,66907
643,10317.000030569.4021,11.963860000000002,30569
644,10317.000002704.2905,9.2696,2704
645,10317.000046603.4033,7.507989999999999,46603
646,10317.000018442.3018,11.870310000000005,18442
647,10317.000073788.50470,9.84661,73788
648,10317.000023232.2982,13.498259999999998,23232
649,10317.000005841.2946,6.5530500000000025,5841
650,10317.000029993.3022,18.12193,29993
651,10317.000067833.26479,15.91655,67833
652,10317.000029623.2982,11.68771,29623
653,10317.000046344.7852,17.628680000000006,46344
654,10317.000098917.56079,14.182759999999998,98917
655,10317.000046437.25853,17.951970000000003,46437
656,10317.000048322.4583,22.761750000000006,48322
