index,sample_name,faith_pd,sample_id
5330,10317.000002921.2905,7.23458,2921
5331,10317.000069033.26480,4.4357000000000015,69033
5332,10317.000060324.26481,8.28175,60324
5333,10317.000013981.2917,19.85622,13981
5334,10317.000063568.25370,15.796899999999996,63568
5335,10317.000068340.45578,6.041099999999999,68340
5336,10317.000065904.25498,12.49753,65904
5337,10317.000036121.3099,11.39315,36121
5338,10317.000058461.25498,10.525319999999999,58461
5339,10317.000007447.26483,7.7637,7447
5340,10317.000005873.3020,3.02845,5873
5341,10317.000021221.3098,8.921359999999998,21221
5342,10317.000031008.2982,9.55136,31008
5343,10317.000036080.3099,14.455110000000001,36080
5344,10317.000023055.3018,19.56231,23055
5345,10317.000084200.42298,7.70862,84200
5346,10317.000046295.7852,14.80829,46295
5347,10317.000016012.2988,10.559610000000001,16012
5348,10317.000038008.26484,13.270270000000002,38008
5349,10317.000006688.2905,9.9232,6688
5350,10317.000010192.2909,18.368640000000006,10192
5351,10317.000039705.25498,14.212539999999999,39705
5352,10317.000014987.2917,11.4307,14987
5353,10317.000047576.26479,10.67778,47576
5354,10317.000069657.26480,12.21029,69657
5355,10317.000040357.3080,16.449409999999997,40357
5356,10317.000075911.56079,7.16119,75911
5357,10317.000013613.2917,9.92251,13613
5358,10317.000013095.2917,26.236309999999996,13095
5359,10317.000002056.2948,17.29267,2056
5360,10317.000030283.3099,14.34207,30283
5361,10317.000065326.31503,3.9397700000000007,65326
5362,10317.000046946.4033,13.622970000000002,46946
5363,10317.000035489.25501,13.074539999999999,35489
5364,10317.000076454.51570,11.47642,76454
5365,10317.000022233.3098,17.88736,22233
5366,10317.000026584.3022,10.17339,26584
5367,10317.000046941.4033,17.97062,46941
5368,10317.000002472.2907,11.79119,2472
5369,10317.000010445.26485,9.70102,10445
5370,10317.000066871.26478,13.878160000000001,66871
5371,10317.000030757.3099,15.544339999999998,30757
5372,10317.000047656.25370,13.33364,47656
5373,10317.000087648.48742,13.47395,87648
5374,10317.000051180.7852,15.08446,51180
5375,10317.000068653.42298,7.56641,68653
5376,10317.000004686.2946,11.7034,4686
5377,10317.000004847.2946,14.612210000000001,4847
5378,10317.000020793.3098,13.58961,20793
5379,10317.000010326.32954,13.515479999999998,10326
5380,10317.000020096.2988,9.2687,20096
5381,10317.000005898.3099,10.94367,5898
5382,10317.000097715.54638,16.339169999999996,97715
5383,10317.000086606.51570,20.024420000000003,86606
5384,10317.000071461.50470,8.424019999999999,71461
5385,10317.000016224.2921,18.958380000000005,16224
5386,10317.000046880.4033,15.1465,46880
5387,10317.000054309.7852,9.50971,54309
5388,10317.000006671.2932,17.88958,6671
5389,10317.000079025.48742,16.864639999999998,79025
5390,10317.000026094.3099,18.068929999999998,26094
5391,10317.000031501.26484,14.17495,31501
5392,10317.000017318.3020,7.804010000000001,17318
5393,10317.000058341.25862,10.10097,58341
5394,10317.000001374.2946,10.7127,1374
5395,10317.000023387.3020,9.0391,23387
5396,10317.000043199.4016,14.43691,43199
5397,10317.000004709.2946,6.14814,4709
5398,10317.000017216.2921,21.55534,17216
5399,10317.000031263.3099,13.986860000000002,31263
5400,10317.000005948.2907,16.101570000000002,5948
5401,10317.000027900.3516,17.418309999999998,27900
5402,10317.000073886.33800,16.521069999999998,73886
5403,10317.000001907.2960,16.01096,1907
5404,10317.000012418.2932,13.6163,12418
5405,10317.000042698.25501,16.86621,42698
5406,10317.000098055.56187,10.265369999999999,98055
5407,10317.000098793.54638,18.321169999999995,98793
5408,10317.000003266.2905,14.71344,3266
5409,10317.000039904.3516,15.47369,39904
5410,10317.000063158.26480,7.95125,63158
5411,10317.000070753.31503,18.92118,70753
5412,10317.000006625.2905,13.709560000000002,6625
5413,10317.000053418.25501,9.48809,53418
5414,10317.000072365.54638,15.1726,72365
5415,10317.000003176.2960,7.3679299999999985,3176
5416,10317.000021785.2988,16.61767,21785
5417,10317.000087107.56079,8.7469,87107
5418,10317.000090000.51570,16.70505,90000
5419,10317.000036863.3516,13.246840000000002,36863
5420,10317.000040505.3516,19.19001,40505
5421,10317.000031073.2982,17.76341,31073
5422,10317.000058740.26478,9.46663,58740
5423,10317.000046411.25853,10.83745,46411
5424,10317.000052389.42298,13.747749999999998,52389
5425,10317.000070776.50470,16.398539999999997,70776
5426,10317.000074377.45578,15.644129999999999,74377
5427,10317.000027215.25853,14.656219999999998,27215
5428,10317.000002684.2960,7.153880000000001,2684
5429,10317.000014497.2913,3.50349,14497
5430,10317.000026088.3022,18.96314,26088
5431,10317.000032635.25370,17.42526,32635
5432,10317.000001647.2946,15.219779999999998,1647
5433,10317.000001186.2948,9.802769999999999,1186
5434,10317.000068827.26480,9.27913,68827
5435,10317.000096904.62401,11.930480000000005,96904
5436,10317.000046440.25853,19.350920000000002,46440
5437,10317.000023348.25370,10.05672,23348
5438,10317.000046278.25501,3.7972,46278
5439,10317.000046427.25853,17.455889999999997,46427
5440,10317.000092723.56079,19.11164,92723
5441,10317.000018330.48742,16.33474,18330
5442,10317.000072237.42299,10.54025,72237
5443,10317.000069201.45578,8.600309999999999,69201
5444,10317.000009722.2913,17.886120000000002,9722
5445,10317.000054231.26531,11.87226,54231
5446,10317.000101168.56187,10.68404,101168
5447,10317.000023833.2982,11.795189999999998,23833
5448,10317.000013821.2917,10.21585,13821
5449,10317.000010110.2917,22.041030000000006,10110
5450,10317.000067505.26479,13.391009999999998,67505
5451,10317.000083121.48742,14.953,83121
5452,10317.000068527.31503,15.96398,68527
5453,10317.000069382.30606,13.397239999999998,69382
5454,10317.000013885.2932,6.921519999999999,13885
5455,10317.000001614.2921,12.4685,1614
5456,10317.000031463.2982,7.300929999999998,31463
5457,10317.000039758.41931,15.370019999999998,39758
5458,10317.000016221.2921,19.48145,16221
5459,10317.000046421.25853,21.18241,46421
5460,10317.000068634.51570,8.609039999999998,68634
5461,10317.000015678.26485,8.49446,15678
5462,10317.000006975.2907,12.08026,6975
5463,10317.000082764.48742,11.85637,82764
5464,10317.000067719.26479,12.83444,67719
5465,10317.000067811.26479,20.864510000000006,67811
5466,10317.000041742.25370,15.8636,41742
5467,10317.000086619.51570,18.36802,86619
5468,10317.000058989.26531,15.194570000000002,58989
5469,10317.000013778.2919,12.9022,13778
5470,10317.000007596.26483,7.786179999999999,7596
5471,10317.000016227.2921,15.489789999999998,16227
5472,10317.000093085.52698,16.550819999999998,93085
5473,10317.000054284.31503,2.45908,54284
5474,10317.000093117.54638,6.3193899999999985,93117
5475,10317.000005422.2905,7.965559999999999,5422
5476,10317.000050344.4491,19.374250000000004,50344
5477,10317.000067844.26479,10.81205,67844
5478,10317.000003277.2946,13.85821,3277
5479,10317.000026636.3018,11.42158,26636
5480,10317.000020524.2982,13.51401,20524
5481,10317.000050774.46739,9.33561,50774
5482,10317.000039550.25853,21.04777,39550
5483,10317.000016708.2921,19.47577,16708
5484,10317.000010163.2909,10.68281,10163
5485,10317.000023322.3018,18.37182,23322
5486,10317.000016333.2923,18.9739,16333
5487,10317.000010757.2932,12.28808,10757
5488,10317.000050152.26531,17.677770000000002,50152
5489,10317.000003177.2907,13.095,3177
5490,10317.000059950.26478,17.909709999999997,59950
5491,10317.000046284.25853,16.14463,46284
5492,10317.000072620.48742,14.597620000000001,72620
5493,10317.000030693.2982,12.513879999999995,30693
5494,10317.000013688.2926,8.081199999999999,13688
5495,10317.000101411.56187,12.91443,101411
5496,10317.000013026.2911,16.267409999999998,13026
5497,10317.000020494.2988,19.115830000000006,20494
5498,10317.000050176.25862,20.665170000000003,50176
5499,10317.000007792.2926,13.69683,7792
5500,10317.000018308.3098,15.94868,18308
5501,10317.000032631.32981,16.672150000000002,32631
5502,10317.000050759.46739,14.046829999999998,50759
5503,10317.000030314.26484,16.129720000000002,30314
5504,10317.000015446.2926,10.42017,15446
5505,10317.000014085.2911,16.9019,14085
5506,10317.000004220.2905,12.99945,4220
5507,10317.000007219.26485,15.47362,7219
5508,10317.000006047.2907,13.97145,6047
5509,10317.000053425.7852,17.14173,53425
5510,10317.000073551.50470,17.258249999999997,73551
5511,10317.000067720.26479,12.95282,67720
5512,10317.000089510.48742,10.9652,89510
5513,10317.000086587.51570,19.67442,86587
5514,10317.000012553.26485,16.777820000000002,12553
5515,10317.000067508.26479,15.080989999999998,67508
5516,10317.000097990.54638,14.722160000000002,97990
5517,10317.000068413.51570,21.22636,68413
5518,10317.000017394.3099,15.397280000000002,17394
5519,10317.000012623.32954,6.634129999999999,12623
5520,10317.000017335.2923,13.16683,17335
5521,10317.000002670.2905,18.06485,2670
5522,10317.000035478.4016,14.270629999999999,35478
5523,10317.000052327.7852,17.488129999999998,52327
5524,10317.000023664.45578,7.801960000000001,23664
5525,10317.000007697.2932,18.54864,7697
5526,10317.000007220.26483,15.66461,7220
5527,10317.000027588.3098,7.63209,27588
5528,10317.000050437.46739,17.96777,50437
5529,10317.000005594.2907,10.96822,5594
5530,10317.000016235.2921,19.2684,16235
5531,10317.000067860.26479,14.326039999999999,67860
5532,10317.000059161.25853,11.04934,59161
5533,10317.000090539.48742,16.85456,90539
5534,10317.000072555.31503,14.761400000000002,72555
5535,10317.000028367.2982,17.807940000000006,28367
5536,10317.000014587.2917,13.91823,14587
5537,10317.000069314.26478,17.82035,69314
5538,10317.000032881.4016,10.06736,32881
5539,10317.000023965.3516,17.985580000000006,23965
5540,10317.000102618.62401,14.09115,102618
5541,10317.000058892.25862,21.1612,58892
5542,10317.000010317.32954,17.787539999999996,10317
5543,10317.000001493.2907,20.57995,1493
5544,10317.000022405.45578,15.016370000000002,22405
5545,10317.000072066.42298,13.281249999999998,72066
5546,10317.000026109.3020,14.6399,26109
5547,10317.000058968.25370,11.072489999999998,58968
5548,10317.000042978.32981,13.44578,42978
5549,10317.000022424.3020,11.381160000000001,22424
5550,10317.000011075.3516,14.295779999999999,11075
5551,10317.000071412.26478,15.30721,71412
5552,10317.000046263.4016,9.94242,46263
5553,10317.000003899.3022,15.57399,3899
5554,10317.000028964.3022,15.905960000000002,28964
5555,10317.000051537.4021,11.47708,51537
5556,10317.000101013.56079,15.53042,101013
5557,10317.000058412.41931,16.700229999999998,58412
5558,10317.000103666.56187,14.71655,103666
5559,10317.000073851.45578,9.29407,73851
5560,10317.000018398.2988,12.2676,18398
5561,10317.000100475.56079,16.32076,100475
5562,10317.000011949.2913,9.74892,11949
5563,10317.000047572.50470,15.72928,47572
5564,10317.000060260.45578,18.545169999999995,60260
5565,10317.000098747.56079,13.19239,98747
5566,10317.000012291.2917,12.26095,12291
5567,10317.000020541.2988,15.02621,20541
5568,10317.000079374.42299,7.879400000000001,79374
5569,10317.000051205.26481,13.869230000000002,51205
5570,10317.000046609.4033,7.8141500000000015,46609
5571,10317.000013043.3020,11.482329999999996,13043
5572,10317.000039638.25862,16.954060000000002,39638
5573,10317.000075913.51570,14.84688,75913
5574,10317.000039671.25862,12.20984,39671
5575,10317.000049025.4016,17.85935,49025
5576,10317.000072289.50470,10.576859999999998,72289
5577,10317.000072254.50470,8.405050000000001,72254
5578,10317.000001712.2919,16.907529999999998,1712
5579,10317.000001026.2946,18.80151,1026
5580,10317.000040413.26484,5.35195,40413
5581,10317.000030066.2982,8.463600000000001,30066
5582,10317.000009353.2960,7.92057,9353
5583,10317.000047143.4491,13.7296,47143
5584,10317.000002811.2932,11.14184,2811
5585,10317.000101184.56187,6.05088,101184
5586,10317.000035488.3516,12.18728,35488
5587,10317.000098677.54638,9.78839,98677
5588,10317.000068550.25862,17.10993,68550
5589,10317.000013222.2911,12.236080000000001,13222
5590,10317.000045024.26531,15.1742,45024
5591,10317.000052401.4021,13.66839,52401
5592,10317.000068830.26480,17.684,68830
5593,10317.000101321.56079,10.58753,101321
5594,10317.000050239.25501,13.079410000000001,50239
5595,10317.000042637.4016,10.21608,42637
5596,10317.000027643.3022,16.4997,27643
5597,10317.000026510.2982,13.81003,26510
5598,10317.000015392.2919,15.149349999999998,15392
5599,10317.000020563.2988,17.9517,20563
5600,10317.000010887.2911,9.903580000000002,10887
5601,10317.000013366.2911,15.78302,13366
5602,10317.000026163.3022,10.466689999999998,26163
5603,10317.000009447.2909,13.4265,9447
5604,10317.000067828.26479,11.466170000000002,67828
5605,10317.000023598.30606,17.976519999999994,23598
5606,10317.000038386.33800,8.96288,38386
5607,10317.000089241.51570,9.78851,89241
5608,10317.000013049.2932,15.25373,13049
5609,10317.000020675.2988,14.34679,20675
5610,10317.000076215.42299,20.2638,76215
5611,10317.000029246.25853,11.12669,29246
5612,10317.000013871.2932,8.98455,13871
5613,10317.000026081.3018,14.02705,26081
5614,10317.000092894.54638,4.42001,92894
5615,10317.000071474.50470,11.39638,71474
5616,10317.000067756.26479,15.074720000000001,67756
5617,10317.000084327.42298,18.1758,84327
5618,10317.000050281.7852,22.75526,50281
5619,10317.000002100.2905,19.07788,2100
5620,10317.000074843.50470,15.121999999999998,74843
5621,10317.000013088.2911,19.24086,13088
5622,10317.000092711.54638,14.11498,92711
5623,10317.000099115.56079,18.24868,99115
5624,10317.000027653.3022,7.862989999999999,27653
5625,10317.000009138.3018,17.370140000000006,9138
5626,10317.000049805.4491,7.467010000000001,49805
5627,10317.000009144.2907,8.665410000000001,9144
5628,10317.000060010.33800,9.27635,60010
5629,10317.000007617.26483,10.20792,7617
5630,10317.000031597.7852,16.76155,31597
5631,10317.000023103.3018,20.61905,23103
5632,10317.000005574.2960,9.656410000000001,5574
5633,10317.000005713.2905,9.86328,5713
5634,10317.000021811.3516,9.2245,21811
5635,10317.000032748.32981,12.0871,32748
5636,10317.000015159.2921,20.79359,15159
5637,10317.000030265.2982,16.88891,30265
5638,10317.000001568.2946,9.55559,1568
5639,10317.000002881.2905,10.78333,2881
5640,10317.000068018.26479,17.80059,68018
5641,10317.000029462.3022,14.6854,29462
5642,10317.000031418.2982,18.92338,31418
5643,10317.000029388.2982,14.619199999999996,29388
5644,10317.000073567.50470,16.10221,73567
5645,10317.000082697.45578,7.121760000000001,82697
5646,10317.000087685.45578,20.40991,87685
5647,10317.000066964.25853,11.5579,66964
5648,10317.000021975.2988,12.53306,21975
5649,10317.000012931.3516,14.28818,12931
5650,10317.000047176.7852,22.6417,47176
5651,10317.000021533.2988,10.88176,21533
5652,10317.000033583.4016,18.80779,33583
5653,10317.000002301.2907,11.51725,2301
5654,10317.000036977.3099,17.90111,36977
5655,10317.000059854.30606,13.494729999999999,59854
5656,10317.000007460.26485,6.24055,7460
5657,10317.000038483.3516,14.45023,38483
5658,10317.000041646.4583,14.811089999999998,41646
5659,10317.000047034.4033,16.46657,47034
5660,10317.000063584.25853,12.77214,63584
5661,10317.000003154.2907,12.105580000000002,3154
5662,10317.000007617.26485,10.30769,7617
5663,10317.000071380.26478,12.55353,71380
5664,10317.000073889.50470,5.506160000000001,73889
5665,10317.000071528.33800,12.39772,71528
5666,10317.000032846.3516,10.467319999999999,32846
5667,10317.000003029.2960,19.49737,3029
5668,10317.000014883.2917,16.77985,14883
5669,10317.000028809.3022,16.07927,28809
5670,10317.000010253.2926,8.826649999999997,10253
5671,10317.000071475.50470,16.470470000000002,71475
5672,10317.000093024.54638,15.55538,93024
5673,10317.000011985.2932,13.182,11985
5674,10317.000036208.4021,10.98355,36208
5675,10317.000082933.48742,15.05243,82933
5676,10317.000035461.3099,12.57307,35461
5677,10317.000062124.30606,16.511680000000002,62124
5678,10317.000047501.26480,10.113010000000001,47501
5679,10317.000063077.25370,14.20372,63077
5680,10317.000079163.42298,13.117939999999999,79163
5681,10317.000027599.2982,7.022189999999999,27599
5682,10317.000051058.46739,6.94216,51058
5683,10317.000082802.48742,12.361760000000002,82802
5684,10317.000009221.2907,15.66234,9221
5685,10317.000007428.26485,13.0486,7428
5686,10317.000089228.45578,13.26974,89228
5687,10317.000007180.2907,17.57271,7180
5688,10317.000010333.26485,8.43496,10333
5689,10317.000029479.3022,18.03132,29479
5690,10317.000069687.26478,17.57991,69687
5691,10317.000070840.45578,16.167469999999998,70840
5692,10317.000022163.3020,23.07512,22163
5693,10317.000043098.26484,10.30397,43098
5694,10317.000007453.26483,7.0978600000000025,7453
5695,10317.000092691.54638,9.502139999999999,92691
5696,10317.000097018.62401,4.80066,97018
5697,10317.000036739.4583,16.05255,36739
5698,10317.000089355.53379,7.18027,89355
5699,10317.000006863.2905,17.89947,6863
5700,10317.000039838.3098,15.74691,39838
5701,10317.000082890.48742,13.462420000000002,82890
5702,10317.000027192.2982,14.99729,27192
5703,10317.000004919.3018,8.599120000000001,4919
5704,10317.000007603.26483,13.95915,7603
5705,10317.000065434.50470,6.0244399999999985,65434
5706,10317.000002576.2948,10.457939999999999,2576
5707,10317.000005662.2907,11.56278,5662
5708,10317.000050008.48742,8.255340000000002,50008
5709,10317.000074271.41931,10.609580000000001,74271
5710,10317.000101287.56187,15.64301,101287
5711,10317.000038475.26531,2.46489,38475
5712,10317.000005938.2946,12.20633,5938
5713,10317.000096914.62401,4.956779999999998,96914
5714,10317.000067728.26479,13.25051,67728
5715,10317.000020403.2988,16.01578,20403
5716,10317.000067749.26479,16.20156,67749
5717,10317.000004636.2946,11.334710000000001,4636
5718,10317.000087293.48742,16.453189999999996,87293
5719,10317.000013830.2917,15.286559999999998,13830
5720,10317.000007605.32954,15.197189999999999,7605
5721,10317.000037943.26484,13.88587,37943
5722,10317.000013433.2917,13.740470000000002,13433
5723,10317.000067772.26479,11.382060000000001,67772
5724,10317.000098696.54638,14.14089,98696
5725,10317.000101123.62401,9.93875,101123
5726,10317.000038353.25862,8.1408,38353
5727,10317.000028310.3022,19.65573,28310
5728,10317.000097750.54638,12.99703,97750
5729,10317.000027354.3022,10.1941,27354
5730,10317.000036875.3098,16.797810000000002,36875
5731,10317.000009586.2907,12.98727,9586
5732,10317.000049974.25501,18.68689,49974
5733,10317.000005911.2905,8.452810000000001,5911
5734,10317.000003652.2960,6.670349999999999,3652
5735,10317.000084440.42298,16.319029999999998,84440
5736,10317.000097140.62401,9.55417,97140
5737,10317.000046875.4033,14.13827,46875
5738,10317.000032741.4016,21.638400000000004,32741
5739,10317.000028695.2982,13.13083,28695
5740,10317.000046319.26481,19.44172,46319
5741,10317.000058695.30606,8.231229999999998,58695
5742,10317.000029250.31503,18.15765,29250
5743,10317.000037486.3099,11.029370000000002,37486
5744,10317.000026115.3099,9.680489999999999,26115
5745,10317.000014164.2917,15.904639999999999,14164
5746,10317.000096888.62401,10.50278,96888
5747,10317.000087111.52698,8.108999999999998,87111
5748,10317.000007760.4021,10.564139999999998,7760
5749,10317.000047382.4491,20.537370000000003,47382
5750,10317.000072396.45578,10.1102,72396
5751,10317.000013757.2988,19.05939,13757
5752,10317.000048405.26484,30.282870000000006,48405
5753,10317.000014380.2917,14.99949,14380
5754,10317.000033390.4016,16.417299999999994,33390
5755,10317.000021526.3020,13.13686,21526
5756,10317.000074697.45578,8.90819,74697
5757,10317.000049949.25370,13.9942,49949
5758,10317.000011369.2921,15.09095,11369
5759,10317.000066719.26478,14.734929999999995,66719
5760,10317.000007603.26485,14.24397,7603
5761,10317.000073584.50470,12.91974,73584
5762,10317.000013370.2911,12.7846,13370
5763,10317.000009213.2907,15.00181,9213
5764,10317.000046475.25853,14.21817,46475
5765,10317.000041062.3080,15.790959999999993,41062
5766,10317.000102695.62401,12.63018,102695
5767,10317.000010474.26485,10.48344,10474
5768,10317.000023207.25370,18.62852,23207
5769,10317.000059012.30606,12.955380000000002,59012
5770,10317.000067707.26479,17.252709999999997,67707
5771,10317.000012046.2988,8.17286,12046
5772,10317.000097223.54638,13.15787,97223
5773,10317.000033332.31503,8.99493,33332
5774,10317.000042843.26531,12.76351,42843
5775,10317.000040390.3516,17.583759999999998,40390
5776,10317.000069602.26479,6.10959,69602
5777,10317.000102629.56187,5.914189999999999,102629
5778,10317.000039878.32981,11.38751,39878
5779,10317.000031459.3099,18.07306,31459
5780,10317.000023386.3020,18.64759,23386
5781,10317.000072110.45578,11.94633,72110
5782,10317.000089709.56079,10.754760000000001,89709
5783,10317.000090121.51570,22.27341,90121
5784,10317.000028092.3022,9.37646,28092
5785,10317.000004831.2946,10.13084,4831
5786,10317.000097722.54638,18.2001,97722
5787,10317.000014433.2911,13.21202,14433
5788,10317.000010398.26485,18.28785,10398
5789,10317.000079429.52698,7.726509999999998,79429
5790,10317.000003578.2917,11.47952,3578
5791,10317.000015222.2919,27.45474,15222
5792,10317.000012823.26485,12.589789999999999,12823
5793,10317.000068009.26479,12.56052,68009
5794,10317.000009008.3018,20.79652,9008
5795,10317.000022658.3018,7.4184199999999985,22658
5796,10317.000070760.30606,19.42395,70760
5797,10317.000026521.3020,19.4455,26521
5798,10317.000021178.3018,16.22115,21178
5799,10317.000079072.51570,14.090259999999995,79072
5800,10317.000068175.26480,13.582399999999998,68175
5801,10317.000090521.51570,11.94618,90521
5802,10317.000063232.26480,36.63595,63232
5803,10317.000063338.26480,12.65712,63338
5804,10317.000030747.3099,18.39133,30747
5805,10317.000046219.4016,14.40267,46219
5806,10317.000037514.3099,10.86104,37514
5807,10317.000030651.2982,15.965329999999994,30651
5808,10317.000022161.3020,24.32093,22161
5809,10317.000046940.4033,17.706429999999997,46940
5810,10317.000020718.2988,12.54848,20718
5811,10317.000017781.2921,15.188759999999998,17781
5812,10317.000038346.26484,14.353379999999998,38346
5813,10317.000001979.2948,11.15587,1979
5814,10317.000067513.26479,18.00539,67513
5815,10317.000027371.2982,17.029420000000002,27371
5816,10317.000027268.3022,13.16143,27268
5817,10317.000062962.25370,14.148880000000002,62962
5818,10317.000010896.2909,8.31498,10896
5819,10317.000002520.2917,14.6885,2520
5820,10317.000098926.56079,18.05884,98926
5821,10317.000028591.3099,19.38927,28591
5822,10317.000084304.42298,14.70336,84304
5823,10317.000076464.52698,11.090890000000002,76464
5824,10317.000053310.7852,12.968429999999998,53310
5825,10317.000051241.26531,14.635759999999998,51241
5826,10317.000072282.50470,11.70484,72282
5827,10317.000041745.4016,15.897280000000006,41745
5828,10317.000065416.33800,11.16506,65416
5829,10317.000079007.45578,17.50955,79007
5830,10317.000002616.2907,16.29964,2616
5831,10317.000098691.54638,9.19082,98691
5832,10317.000059083.26531,12.507420000000002,59083
5833,10317.000098674.54638,18.77622,98674
5834,10317.000013869.2932,9.03031,13869
5835,10317.000042714.25501,18.21514,42714
5836,10317.000063168.26480,8.042720000000001,63168
5837,10317.000058562.25853,13.56351,58562
5838,10317.000067690.26479,18.11469,67690
5839,10317.000072265.50470,11.20093,72265
5840,10317.000023652.25370,20.172060000000002,23652
5841,10317.000003145.2907,13.88412,3145
5842,10317.000014436.2917,12.443660000000001,14436
5843,10317.000039627.25862,17.777390000000004,39627
5844,10317.000059922.25853,20.354270000000003,59922
5845,10317.000013890.2923,12.151719999999996,13890
5846,10317.000002506.2948,9.06837,2506
5847,10317.000015295.2919,14.188120000000001,15295
5848,10317.000070642.45578,14.540459999999998,70642
5849,10317.000005432.2960,17.607099999999996,5432
5850,10317.000063236.26480,37.68889,63236
5851,10317.000076481.54638,10.14845,76481
5852,10317.000069226.31503,16.09799,69226
5853,10317.000047679.26478,12.136949999999995,47679
5854,10317.000066460.25862,10.50025,66460
5855,10317.000022525.3020,10.5467,22525
5856,10317.000066689.31503,8.67545,66689
5857,10317.000001661.2948,20.580270000000002,1661
5858,10317.000029532.2982,25.250210000000006,29532
5859,10317.000037964.26484,17.30829,37964
5860,10317.000047857.53347,9.18582,47857
5861,10317.000046393.25853,13.49257,46393
5862,10317.000036384.25501,13.00067,36384
5863,10317.000103916.62401,12.579510000000004,103916
5864,10317.000016279.2921,20.08481,16279
5865,10317.000032623.3516,19.43953,32623
5866,10317.000029317.3022,22.32147,29317
5867,10317.000068064.26479,14.531530000000002,68064
5868,10317.000009551.2919,16.27421,9551
5869,10317.000001772.2948,9.75633,1772
5870,10317.000012318.2911,15.904310000000002,12318
5871,10317.000036403.7852,14.859839999999998,36403
5872,10317.000090128.51570,7.721239999999999,90128
5873,10317.000018439.2988,16.076549999999994,18439
5874,10317.000046376.25501,9.416480000000002,46376
5875,10317.000071901.31503,9.281859999999998,71901
5876,10317.000058460.25498,9.57969,58460
5877,10317.000015575.2923,20.46063,15575
5878,10317.000066477.26479,8.181479999999999,66477
5879,10317.000065453.50470,8.60703,65453
5880,10317.000046657.4033,12.055,46657
5881,10317.000014162.2911,17.509480000000003,14162
5882,10317.000051272.26478,6.5568800000000005,51272
5883,10317.000020049.2988,10.26123,20049
5884,10317.000003951.2948,9.8389,3951
5886,10317.000047611.7852,13.0951,47611
5887,10317.000083035.48742,6.925770000000001,83035
5888,10317.000007010.2905,8.72749,7010
5889,10317.000100423.56079,7.899739999999999,100423
5890,10317.000067647.26479,11.98074,67647
5891,10317.000010126.2932,16.49232,10126
5892,10317.000048334.25862,21.34584,48334
5893,10317.000013926.2911,19.03977,13926
5894,10317.000005734.3020,16.77855,5734
5895,10317.000007428.26483,13.51459,7428
5896,10317.000036428.3099,14.404320000000002,36428
5897,10317.000013138.2932,16.056379999999997,13138
5898,10317.000027855.25370,19.14783,27855
5899,10317.000001376.2905,6.738430000000001,1376
5900,10317.000042611.4491,15.08448,42611
5901,10317.000030093.2982,13.710170000000002,30093
5902,10317.000040165.4021,9.98288,40165
5903,10317.000017362.3099,13.98646,17362
5904,10317.000062200.26480,17.79522,62200
5905,10317.000012509.26483,21.60727,12509
5906,10317.000009114.2907,14.70861,9114
5907,10317.000060233.31503,13.08283,60233
5908,10317.000089648.56187,12.194960000000002,89648
5909,10317.000072325.45578,16.403889999999997,72325
5910,10317.000097698.54638,14.048879999999999,97698
5911,10317.000012913.2917,12.72176,12913
5912,10317.000049759.4491,17.916700000000006,49759
5913,10317.000001660.2948,4.9257800000000005,1660
5914,10317.000003422.2960,9.070360000000004,3422
5915,10317.000068019.26479,13.598579999999998,68019
5916,10317.000007370.26483,16.540470000000003,7370
5917,10317.000036392.3099,13.74666,36392
5918,10317.000042719.4491,16.450049999999994,42719
5919,10317.000099008.54638,18.8308,99008
5920,10317.000013888.2932,9.17816,13888
5921,10317.000007828.2926,18.79927,7828
5922,10317.000040178.4583,17.028760000000002,40178
5923,10317.000079830.45578,17.091939999999994,79830
5924,10317.000068126.26479,15.369270000000002,68126
5925,10317.000010831.2932,18.20863,10831
5926,10317.000007410.26483,16.44726,7410
5927,10317.000006647.2907,15.982610000000001,6647
5928,10317.000101174.56187,12.99344,101174
5929,10317.000098384.62401,4.2918400000000005,98384
5930,10317.000066884.31503,6.14705,66884
5931,10317.000050308.4021,5.82521,50308
5932,10317.000073809.42298,10.14966,73809
5933,10317.000079020.48742,21.65057,79020
5934,10317.000041592.7852,13.05444,41592
5935,10317.000068414.51570,16.958070000000006,68414
5936,10317.000066614.31503,5.5458,66614
5937,10317.000003224.2907,9.845180000000001,3224
5938,10317.000009021.2907,9.197780000000002,9021
5939,10317.000012276.2932,16.597260000000002,12276
5940,10317.000046436.25853,15.76945,46436
5941,10317.000001580.2907,14.017419999999998,1580
5942,10317.000076181.42299,16.24776,76181
5943,10317.000047748.25862,17.73382,47748
5944,10317.000065413.33800,19.40106,65413
5945,10317.000029390.2982,16.158890000000003,29390
5946,10317.000001874.2948,12.857300000000002,1874
5947,10317.000079055.54638,9.89434,79055
5948,10317.000022617.3098,19.94071,22617
5949,10317.000073420.48742,7.48723,73420
5950,10317.000045025.26531,16.81854,45025
5951,10317.000042935.25370,11.91301,42935
5952,10317.000045014.26531,5.20186,45014
5953,10317.000068347.45578,18.51864,68347
5954,10317.000054099.7852,15.16155,54099
5955,10317.000013965.2911,13.990380000000002,13965
5956,10317.000012999.2911,11.25822,12999
5957,10317.000005573.2960,16.388729999999995,5573
5958,10317.000014648.3020,12.74656,14648
5959,10317.000007490.32954,8.364700000000001,7490
5960,10317.000002605.2948,15.613510000000005,2605
5961,10317.000100385.56079,16.78239,100385
