,0,1,2,3,4,5,6,7,8,9,env_material
1001,-3.2311814707067397,3.7572102055808814,0.6603203770778999,-0.4136896269814272,2.2666641577639006,1.64807676238266,3.3911703434808533,3.8245256717524,0.2791767266364282,3.1868160187888086,feces
1002,-7.108450135919701,6.211306430860891,2.3453380404985342,-2.258660964085233,3.62621836332597,-1.7289055604647985,1.2859613704573525,17.21072490577735,-0.2729362631256859,4.720223280241871,feces
100333,1.0321812065014726,5.190296777540237,1.2649779280924593,-2.1808162992681837,3.2906829481886244,-1.9568852191114794,2.307797479239004,1.2841576699492205,0.5725571706047586,4.852120828397942,feces
100335,1.0161584190787702,3.85934931827939,4.222700451777299,0.4523299024126571,8.146911519785395,2.134302232845365,6.067743575820319,8.126900295383784,-4.321182109519242,8.857454160899449,feces
100340,1.0926785151707337,3.746157191559149,3.0278111543057227,1.6594898818953585,0.7834962758449544,-2.1703940588459854,1.9971555421738258,5.700029827014398,1.1954519392712897,5.74564441189132,feces
100343,-4.777873072254031,3.814738132618733,4.541378559666592,-1.8710583601482291,10.78084689242581,-0.7792680822081864,6.868956224249433,8.305769468030675,-11.352389971519818,-1.937619458999769,feces
100344,3.341796500504265,4.80329244487298,3.6908455950592876,1.2475963125429907,4.840815440084063,0.9121828554222412,2.4069596069207395,3.748695765392387,-1.4166446203641745,3.300657254251163,feces
100346,-4.436347699826181,3.6741678989564073,3.9427195540465334,-1.548938330698238,5.770198991457264,-0.766245274021369,1.9881859997537534,5.904201543087928,-2.0351882304567406,5.166930653489843,feces
100347,1.4999727960461748,2.4609014273353376,2.299900908292481,0.8913765483216652,3.020504206479809,-0.2774640611420287,-0.20770603589498016,1.8641144380547137,-0.020767172029290695,5.474277219870523,feces
100351,-1.5185390877332952,7.204173519921106,1.9476589109047195,-1.8452985479231838,7.037460543342937,0.816048867641555,5.44504391003687,7.438763469649307,-4.149097858249013,4.797933128739413,feces
100355,-10.162831745405247,7.672166737369189,-2.923857204401871,-8.021718888166152,2.326844437892771,-3.6673283609356244,-1.4594157525940137,6.810062579839343,-1.2903732437452036,7.6838418505308965,feces
100356,-4.994789554366141,6.540624171714702,0.7389657738079086,-3.2158718251228287,6.162638546210488,0.5785624541832507,2.7033706428117785,7.1523285869569495,-2.623713831205544,3.8986760837116328,feces
100360,0.3901753040626272,7.015218706165077,0.8401275333677394,-1.988864333615125,5.575512250998479,2.0879852250839837,3.19492665785196,5.3383685871984685,-0.9754730783786749,5.759547926807303,feces
100363,-0.25577555214927206,6.101852346823621,0.2463845190986688,-2.587075477758491,4.6119022133774505,-0.4173897087844691,2.953562061162711,4.858453212685684,-2.1781759748994443,5.384416619690743,feces
100364,5.221503312224037,1.868833208514282,-0.5069107292681198,-2.438198858777185,2.055504945395141,0.7438982041717089,0.9017313162150793,-0.3461732347123463,-0.9466162436128868,3.1320023448712235,feces
100365,-1.3904738886627592,4.212533000882252,0.80252720974146,-0.9418530427462984,4.743987255242857,1.0513587480717015,3.1004382264047017,4.768337787321931,-0.5728941372934389,4.188769116134125,feces
100366,-4.323345285843995,5.068579283225045,-0.014648918285927272,-3.876741070529022,1.6293218416327042,0.9500251804289411,0.8041734075503539,9.429120259915145,-0.9328033172294061,2.426206113121816,feces
100367,1.7941716467205202,2.430429931893318,1.8723914328342208,3.0398883773374474,1.6930378054097897,-1.299773818273148,4.608216156103571,1.6091872873534665,-0.7683451516482169,2.8272283178742836,feces
100369,1.647054950451364,3.6298214366651984,2.294825022146831,-0.4576551493514775,1.8790950823759396,0.6939662593376501,0.8539076287329518,1.851368677597436,1.0864334305740295,3.898614440304655,feces
100376,1.50596993745613,3.315914707514393,1.7764635282280794,-0.14592391144853475,0.8546867987331919,-0.3249839355217112,6.977289686931737,2.108934005776367,-0.07157167551692292,0.3628804291754348,feces
100383,1.4379464539409947,3.8692516899906546,0.5728704183557082,0.27258193834604216,4.622262879376734,-1.2622890108598366,2.93395495317152,0.8313515859119393,-1.0057918881586414,6.90616441692876,feces
100385,-0.8114914053082107,5.357502268974678,0.6323048937234728,-0.3862688313363044,3.3624857785052473,0.8844191489212024,2.2965510901754684,4.872217475014778,-0.9379662607311233,3.966890824448284,feces
100388,0.524242145720217,4.068349268163599,2.831936969872903,1.7524656700399401,2.3368054498526236,-0.46302980236789615,3.0583222102858767,4.288219895831006,2.1003370912494717,5.31878414825489,feces
100394,0.19636693576540848,3.5428713692556815,1.7587296135488806,-0.30690309826625073,2.9840855398024377,1.5440939644861913,3.7459819801131857,2.3859512986844345,-0.8965359911547975,0.2776387995861755,feces
100399,-0.967649380903602,2.7094930567421414,-1.8202390381185956,-1.0908673451171667,5.1427742289183245,-0.7184262892434131,0.47305665577254136,3.498459448572117,-2.488823170827829,1.088986224485186,feces
1004,-4.303083264457061,5.24302243940743,1.9522216785869262,-3.0022408430717453,2.8912158117144795,0.44653772354983284,0.3511307398074537,6.4183619939919065,-0.029175247973030616,3.2625374140399304,feces
100403,0.3308142689854026,4.261073131468982,0.7515860573021403,0.6558070617436264,2.9046686429832573,-1.4507759304711407,2.166842800360721,4.0456348940762865,-1.206074255283301,2.294840146904828,feces
100415,0.27978541515873484,3.825313701617037,2.9801848155656385,-1.2003038343204016,3.1151249344772887,-0.5415292404043074,-0.02652652270758618,3.209167385368364,0.41350762326169166,2.9436921084888454,feces
100416,0.17595671572332022,-0.16716360195995095,0.4102832208372416,-0.30454635105894057,1.4167183942174089,2.040947609856235,1.8934387783681013,2.561342318359796,1.3908189851850652,1.2321962033112186,feces
100421,0.3498208963010797,1.7197212286376573,5.556524984161476,2.271335965775714,4.0198593253578805,0.45473463574188905,2.906391917628339,7.600976423231964,-1.3460673079809387,2.367917228509717,feces
100422,0.8525255800298701,2.722913252270726,3.7482988653377602,-0.3707136924547183,2.4686849711215726,-0.08602780030933038,3.9312963006847856,2.9052097452771384,-0.15602948301248726,3.8545290302048123,feces
100423,-1.1762377783342948,0.0309112240013083,2.602139118020219,1.9637819571076038,6.265099309567192,1.8547889286490846,4.844895807138023,8.008437606373978,-6.706953324820211,8.162515486029072,feces
100424,-2.6658272132349183,4.401917402757905,1.811891821465764,-2.5874869124126136,5.251013188977772,0.3229248730532352,4.045537803830927,6.606614822997337,-2.177998862373509,3.9207258072315665,feces
100425,-9.416155896523174,7.3390620306906715,0.7288243597535752,-4.670637094426464,8.012510065920697,-0.5821522151100633,2.0464007572793794,11.915954426038091,-3.2829692804733233,7.29569816449139,feces
100430,-4.113078804669729,6.023618829561477,2.7335464685491817,-1.858488271021269,4.039525394931401,-0.3064816826931231,1.0316502834296324,6.141126642457199,1.2467982536929103,4.122437751786542,feces
100433,-1.6447422170810284,3.5358851901527655,1.3889678246955448,0.21551274478525004,2.2812766536224025,-0.6815160142490772,3.2716859078649794,3.469390824653208,-1.8519704039931195,0.8694556539552389,feces
100436,-1.3269518081981146,5.151282806664722,2.3226607899852727,1.1564424192687783,2.6039100293698367,1.8551443525243152,1.8583890430005106,7.42479953683912,-2.3604821222156365,5.648359164791756,feces
100437,0.29919473411876046,4.834827796266579,-0.20206083694585802,-0.7571750026743507,2.6733917742489686,0.8657021843959685,2.3183282128476703,3.6982231246452963,0.7232738327698954,2.390584033496332,feces
100439,-0.9110199387494212,4.138874895907852,2.2220840642619186,-2.923091721573269,4.214624155988396,0.07851535937672906,-0.04643197215913414,5.6278446844253684,-0.16976061185926852,2.2932381894518468,feces
100442,-0.5255692347893113,1.9767942895891488,2.8172631287704104,-0.28192159427630403,-0.7098893105248854,3.00190980576353,0.14385744941852058,2.990801529863341,-0.7905428584762448,0.9498091326809349,feces
100443,1.695322944764852,3.7851433300893382,1.158817271278593,-0.2358337569822449,3.7168225258388023,0.9606441040727312,2.1228892264456505,3.041268185322658,-2.496958061875797,2.2510307029287304,feces
100449,-6.97216894165653,5.283569681838267,-1.8310647721404394,-3.827251116894069,3.901803673536211,-1.5973725888067574,3.4328462264587656,7.7690190168308275,-3.0959472238480714,3.1469459881912183,feces
100452,-1.1195235294841008,3.659284144811389,-0.436852548952945,-0.43644466874504895,2.0743511592762403,0.2503451973647917,3.3355542949402093,2.6239620955404406,-0.6826880477701581,2.6983636737809,feces
100458,-0.4418582022591234,5.785213623446914,0.587458078238129,-1.4307234720195614,2.786802191336234,0.08895387987295321,1.4395923090820582,5.255136659750642,-0.8042377164260692,3.31550788568816,feces
100459,-1.4994421947623426,2.9456202271880483,1.5480151387975685,1.2800453253643396,0.12204325656666756,4.836097427574806,2.2317030072038175,4.8440445981681455,-2.927405722047963,1.9549232760777948,feces
100466,-1.7809882306464946,5.130748121211863,1.4632071016217754,-2.3834043360776884,3.1793815028112915,0.18622721289084523,0.8744583600214979,6.224969261739305,0.4872691913905832,3.1340447978334707,feces
100471,-1.3064982908455933,10.816125245924244,9.606642808165244,-3.0626454449873624,18.774680133524747,2.6815505968522855,5.360149951364503,14.379591759500359,-10.380648015672344,9.877623324456982,feces
100472,-0.9273866875255325,2.493358898902158,-1.7872427367272379,-0.6185221722898018,1.8816828043772815,0.624104477776798,1.938954318512547,4.009273476311671,-2.02480367342761,3.3600559543431574,feces
100473,-1.9455685025967326,4.264001730578546,1.6655346961663988,-1.2952617828149458,4.279058394049344,0.3195864011153594,3.723206362778603,8.581430328918282,-1.9554775192597582,4.745208016529115,feces
100475,-2.0541162650768765,3.089252625770839,-0.9776471799085734,-3.1711179575601856,2.91191851402603,0.8208917468204826,1.3839618070312594,4.899460780039226,0.09354675761207171,4.810231344012041,feces
100476,-1.5640782709687389,3.979201302430822,3.551605782561782,-1.5601602452779808,3.5536007092162403,-0.7101133666858843,1.5661874171327308,4.405870293468975,-1.0102701949217505,2.7184118780651083,feces
100482,-5.0364446627972015,6.315534613086138,-2.044275459170528,-3.0155106817346042,5.461863468841466,-1.559380435666562,1.2825034686909356,6.741623429389955,-0.8987639435822856,4.765008636097137,feces
100484,-1.3601258941862806,4.947280061296005,-0.097920126182206,-1.436448267703166,3.1828027703868402,1.3636183752290139,1.926567780054865,4.713583985507188,-0.5966845072232669,3.0906978725464285,feces
100490,0.02257296014586833,-3.2129177995997567,-3.123491186324319,-1.523806872579099,4.132763899038162,1.4001288660689408,0.2892183596606551,2.022987922916099,-2.6857619919974134,2.2645394727626806,feces
100492,1.2611652539158003,1.756962243450793,-2.3940042999157254,-1.7163501697887502,-0.6282518963972685,4.875865140771326,-1.2384376181197934,4.3043052873004735,0.030900292334894688,2.6462985197109927,feces
