	faith_pd
10317.000045012.7852	15.29983
10317.000030579.26531	15.70458
10317.000067872.30606	15.521810000000002
10317.000046902.4033	11.10271
10317.000059211.31503	17.30727
10317.000069321.26478	4.37434
10317.000042653.4016	15.511610000000001
10317.000001380.2948	18.71549
10317.000013933.2917	14.020209999999999
10317.000033383.4016	16.026970000000002
10317.000004984.2960	17.258589999999995
10317.000002014.2905	14.493599999999999
10317.000027373.4016	17.30536
10317.000067852.26479	14.20628
10317.000073857.45578	8.42885
10317.000010392.26483	7.138680000000001
10317.000022036.3099	13.440019999999999
10317.000066591.25853	5.9899000000000004
10317.000030746.3099	15.49466
10317.000038005.32981	12.6165
10317.000049242.26481	7.753220000000001
10317.000001587.2948	6.5001299999999995
10317.000017343.2988	16.140240000000002
10317.000014303.2917	16.38654
10317.000072292.42299	11.08199
10317.000026467.3022	14.700640000000002
10317.000020437.2988	15.302429999999998
10317.000067882.30606	9.35552
10317.000001679.3020	11.76451
10317.000076647.53379	15.019610000000002
10317.000036951.25501	14.856
10317.000069148.25862	8.624279999999999
10317.000015453.4583	15.339589999999998
10317.000038073.62401	9.096119999999999
10317.000039643.25853	17.04805
10317.000066763.33800	12.959089999999998
10317.000047792.33800	13.89634
10317.000039937.25501	16.78455
10317.000097980.54638	14.44372
10317.000031368.2982	19.98543
10317.000032625.32981	21.470229999999997
10317.000082996.48742	11.356560000000002
10317.000087629.48742	5.975179999999999
10317.000033718.54638	14.562629999999999
10317.000102622.56079	11.76126
10317.000023047.3018	13.533909999999999
10317.000033008.3516	7.44961
10317.000070082.26478	8.53129
10317.000031505.3098	19.85768
10317.000042881.25862	16.052789999999995
10317.000004090.2909	17.918539999999997
10317.000026655.3020	11.10292
10317.000013167.2932	17.86372
10317.000076202.41931	9.081760000000001
10317.000010405.26485	7.50301
10317.000068489.50470	9.277359999999998
10317.000075959.51570	18.46661
10317.000100492.54638	11.044429999999998
10317.000006110.2907	19.55931
10317.000007551.32954	20.904030000000002
10317.000090045.52698	6.681750000000001
10317.000010121.2909	12.85108
10317.000014158.2917	15.02795
10317.000060243.41931	9.37115
10317.000046976.4033	18.55974
10317.000079135.51570	12.84235
10317.000041665.4016	17.04717
10317.000012438.26483	19.838489999999997
10317.000063216.26480	6.48342
10317.000001018.3018	5.13399
10317.000035262.56079	8.062999999999999
10317.000049921.7852	13.58541
10317.000016192.2921	19.205740000000002
10317.000086624.51570	18.40686
10317.000084590.42298	15.09628
10317.000100335.54638	8.98855
10317.000066665.26478	17.25797
10317.000067753.26479	15.624490000000002
10317.000071930.30606	20.8227
10317.000059162.25501	9.687380000000001
10317.000041367.3080	14.90714
10317.000005163.2946	11.759609999999999
10317.000038339.32981	12.13173
10317.000013109.2926	15.791459999999999
10317.000050171.26481	10.976130000000001
10317.000001228.2948	7.56777
10317.000015709.32954	11.7462
10317.000039736.26478	14.197890000000001
10317.000022432.3018	10.270420000000001
10317.000001780.2909	16.25043
10317.000014483.2913	11.042489999999999
10317.000022493.3099	13.52728
10317.000001687.2911	12.40815
10317.000068979.26480	22.26298
10317.000050289.7852	19.303179999999998
10317.000028713.25853	12.53405
10317.000090174.51570	13.957790000000001
10317.000028942.4583	20.820999999999998
10317.000009507.2907	16.400199999999998
10317.000047657.26478	7.667189999999999
10317.000010399.26485	13.189659999999998
10317.000007389.26483	14.756409999999999
10317.000022556.3020	14.55541
10317.000065695.25853	12.87229
10317.000002906.2946	10.474240000000004
10317.000082956.48742	14.17979
10317.000018290.3022	12.614010000000002
10317.000042755.26484	19.2025
10317.000023560.4016	18.65913
10317.000101105.56187	12.986650000000001
10317.000007309.32954	6.37649
10317.000031859.3099	13.085329999999999
10317.000030769.25501	11.202329999999998
10317.000050362.46739	6.66726
10317.000067797.26479	11.83545
10317.000005737.2909	8.115409999999999
10317.000087668.48742	15.846629999999998
10317.000016323.2919	9.19008
10317.000059105.26531	17.55248
10317.000014334.2917	20.94086
10317.000023038.3018	11.35433
10317.000093118.54638	13.914279999999998
10317.000101086.56187	9.550839999999999
10317.000014799.2988	12.77495
10317.000068178.30606	14.072189999999999
10317.000079081.54638	15.49698
10317.000050518.46739	16.482390000000002
10317.000078781.52698	15.403610000000002
10317.000007381.32954	5.332599999999999
10317.000058636.30606	7.500909999999999
10317.000029541.2982	11.42973
10317.000067919.26479	12.672599999999997
10317.000101065.56187	13.525110000000002
10317.000022250.3020	12.455750000000002
10317.000015577.2921	17.80611
10317.000046663.25853	14.946200000000003
10317.000058437.25498	3.8889400000000003
10317.000012401.2932	18.21634
10317.000033798.3099	22.252419999999997
10317.000040160.4016	7.805150000000001
10317.000013639.2917	13.409869999999998
10317.000033563.4016	19.5906
10317.000028456.25862	10.8522
10317.000082955.48742	11.568949999999997
10317.000068240.30606	14.9409
10317.000087270.48742	14.54796
10317.000016271.2921	12.98852
10317.000042928.25501	17.27608
10317.000098360.62401	3.5264399999999996
10317.000040040.3516	13.125509999999998
10317.000050222.26481	6.49565
10317.000048388.26484	28.229899999999994
10317.000033512.4016	16.03535
10317.000082952.48742	9.915090000000001
10317.000004920.2907	8.71879
10317.000043164.26484	11.97296
10317.000103919.62401	8.205129999999999
10317.000010173.2917	15.38413
10317.000098455.62401	11.295169999999999
10317.000046126.4016	7.35444
10317.000076294.48742	14.763000000000002
10317.000014291.2917	17.91194
10317.000084604.42298	12.646110000000002
10317.000020587.2988	15.505889999999999
10317.000015153.2926	7.30749
10317.000011395.2932	13.801910000000001
10317.000046266.25370	4.92116
10317.000009126.2907	14.663129999999999
10317.000097256.54638	18.858459999999997
10317.000002276.2946	13.341779999999998
10317.000092712.62401	19.591649999999994
10317.000076702.52698	11.282840000000002
10317.000041145.42298	13.051190000000002
10317.000001196.2948	14.08443
10317.000026096.3099	16.88196
10317.000042589.3516	17.451340000000002
10317.000059237.51570	11.059379999999999
10317.000030404.3516	24.710470000000004
10317.000012394.2911	8.86627
10317.000062076.7852	14.801979999999999
10317.000068419.41931	10.30968
10317.000053474.25501	14.44093
10317.000011297.2917	12.720679999999998
10317.000038118.26484	17.375609999999998
10317.000037945.4016	9.326609999999999
10317.000051564.7852	11.0817
10317.000038060.26484	20.91549
10317.000038366.42298	9.041430000000002
10317.000001794.2948	12.652009999999999
10317.000022400.30606	13.998370000000001
10317.000010433.32954	11.339249999999998
10317.000086669.51570	18.89401
10317.000014937.2917	17.38519
10317.000067903.26480	17.329079999999998
10317.000013147.2913	18.618419999999997
10317.000073282.33800	18.17428
10317.000004288.2909	14.602409999999999
10317.000079134.51570	18.45178
10317.000002774.2948	13.906900000000002
10317.000010870.2919	12.215690000000002
10317.000038102.25498	14.431900000000002
10317.000023842.3020	7.25607
10317.000092769.56079	10.559559999999998
10317.000010418.26485	7.55306
10317.000028838.3022	13.446539999999999
10317.000007758.2926	7.90986
10317.000075998.54638	6.61188
10317.000046110.25853	15.88214
10317.000046660.4033	16.356690000000004
10317.000042708.4491	13.843739999999999
10317.000044556.25501	14.76086
10317.000092671.54638	13.329979999999999
10317.000049790.4491	9.059769999999999
10317.000060355.48742	14.898670000000001
10317.000098338.62401	11.23227
10317.000026082.3018	10.00994
10317.000007326.26483	16.42382
10317.000082954.48742	10.29649
10317.000014076.2921	17.32186
10317.000068201.31503	11.922729999999998
10317.000067069.45578	5.569020000000001
10317.000005753.2905	21.029839999999997
10317.000048945.26481	8.034559999999999
10317.000023588.25370	6.87506
10317.000005804.2932	14.104399999999998
10317.000102663.56079	14.404860000000001
10317.000065806.25853	18.687369999999998
10317.000087649.48742	7.11022
10317.000006631.2907	17.69816
10317.000060276.45578	14.40331
10317.000007238.26485	9.104529999999999
10317.000070749.31503	18.76598
10317.000070804.45578	10.578489999999999
10317.000020095.2988	18.45779
10317.000005972.2932	7.470849999999999
10317.000029616.4021	14.30471
10317.000023902.25498	11.06169
10317.000042018.25370	9.911109999999999
10317.000066762.41931	6.312390000000001
10317.000065566.26478	16.33879
10317.000012828.26485	31.638690000000008
10317.000032647.32981	18.60338
10317.000001597.2948	14.53417
10317.000022298.25853	6.378290000000001
10317.000030739.3099	9.83713
10317.000068130.26479	13.30198
10317.000073423.50470	18.12917
10317.000005167.2960	6.318580000000001
10317.000069186.25862	7.80564
10317.000020628.3020	18.834960000000002
10317.000070764.31503	19.679969999999997
10317.000084418.42298	7.973539999999998
10317.000006864.2905	17.01285
10317.000027232.3022	5.119490000000001
10317.000004833.2946	13.41836
10317.000027926.2982	9.11754
10317.000027331.26484	11.920110000000003
10317.000073902.33800	10.644079999999999
10317.000049830.4491	8.63105
10317.000036939.3099	14.453970000000002
10317.000053442.4583	9.94127
10317.000054202.25370	11.821740000000002
10317.000046329.25501	13.01469
10317.000030074.3516	14.48355
10317.000005359.2960	14.994469999999998
10317.000046076.25862	9.49842
10317.000065858.45578	11.24722
10317.000044319.4016	14.6303
10317.000030000.3022	17.443559999999998
10317.000074778.50470	5.6519699999999995
10317.000014939.2923	18.38361
10317.000007273.32954	21.479719999999997
10317.000011375.2911	6.66618
10317.000039898.3516	13.24422
10317.000030606.3516	4.36684
10317.000084361.42298	10.93182
10317.000001748.2907	9.95391
10317.000066693.31503	11.67554
10317.000047882.53347	19.52782
10317.000067936.26479	18.06863
10317.000005807.2960	11.95027
10317.000047869.53347	11.43746
10317.000003137.2905	11.33393
10317.000062985.45578	6.06805
10317.000067952.26479	10.06503
10317.000068839.26480	8.922979999999999
10317.000005159.2960	15.115799999999997
10317.000031835.26484	16.34329
10317.000005885.2946	10.487759999999998
10317.000047840.53347	14.358050000000002
10317.000012158.2911	22.46981
10317.000007571.26483	6.708289999999999
10317.000047715.56079	19.54425
10317.000046381.26480	7.516579999999999
10317.000060294.42299	17.70106
10317.000060329.25370	12.913000000000002
10317.000062963.25853	14.122309999999999
10317.000033497.26484	18.117810000000002
10317.000050217.26531	9.615519999999998
10317.000082745.48742	11.265350000000002
10317.000041310.3516	15.851320000000001
10317.000002481.2948	5.353819999999999
10317.000079059.48742	13.66682
10317.000065515.45578	15.40781
10317.000084597.42298	13.34134
10317.000005024.2907	17.53967
10317.000065681.25853	15.95614
10317.000002683.2948	8.4346
10317.000050485.46739	25.914869999999993
10317.000003089.3018	9.09548
10317.000043003.3516	13.192380000000002
10317.000010713.2932	15.400810000000002
10317.000092966.54638	14.082460000000003
10317.000074698.45578	17.43827
10317.000069235.25862	15.114650000000001
10317.000022630.3018	12.892399999999999
10317.000063248.33800	34.0924
10317.000069315.26478	11.91087
10317.000015697.32954	9.029399999999999
10317.000060283.41931	14.20924
10317.000029609.3098	18.21998
10317.000069160.26479	11.39151
10317.000067859.30606	14.503750000000004
10317.000018364.2988	12.00176
10317.000014869.3020	15.108639999999998
10317.000040153.26484	11.137239999999998
10317.000001787.2907	20.608519999999995
10317.000063230.26480	23.384090000000004
10317.000053343.7852	8.64127
10317.000014549.3018	8.90932
10317.000097756.54638	17.15484
10317.000031536.2982	11.73072
10317.000059051.25370	22.634919999999997
10317.000044478.4016	17.58769
10317.000001802.2948	13.02425
10317.000033507.25501	10.68413
10317.000015069.2988	13.961379999999998
10317.000023423.3018	6.14029
10317.000017094.3020	16.59367
10317.000091098.52698	22.697219999999998
10317.000093059.54638	22.95993
10317.000100514.62401	12.83329
10317.000076751.45578	11.394759999999998
10317.000043062.26484	13.69144
10317.000035442.3516	14.4373
10317.000002893.2948	11.132140000000001
10317.000070763.31503	19.407529999999998
10317.000079085.56187	13.46157
10317.000049985.7852	23.38295
10317.000029155.3020	11.35637
10317.000065370.25862	14.03694
10317.000010258.3020	4.13643
10317.000046914.4033	9.96774
10317.000012690.26483	8.615210000000001
10317.000039655.30606	14.06318
10317.000005087.2905	5.520359999999999
10317.000066501.25498	13.433810000000001
10317.000028694.25370	7.177970000000001
10317.000092658.56187	15.03731
10317.000099096.56187	10.466610000000001
10317.000076406.54638	15.35304
10317.000051076.7852	16.05661
10317.000038076.7852	19.349320000000002
10317.000028176.2982	16.30714
10317.000020516.3020	16.70964
10317.000101119.56187	14.624100000000002
10317.000029159.3022	9.09548
10317.000015579.3098	11.64973
10317.000059079.26478	9.30429
10317.000042818.4491	20.966489999999997
10317.000007732.2905	13.31992
10317.000015975.2926	6.17798
10317.000082544.42298	5.605090000000001
10317.000073590.50470	8.26572
10317.000054211.26478	15.791889999999999
10317.000050588.46739	11.159019999999998
10317.000038161.26484	12.245379999999999
10317.000102621.62401	15.467609999999999
10317.000023970.3018	9.34283
10317.000074570.56187	12.51548
10317.000041606.3516	11.01435
10317.000099270.56079	9.70514
10317.000069626.26478	8.28879
10317.000083042.48742	16.14463
10317.000022912.2988	14.258840000000001
10317.000006794.2960	16.81404
10317.000014802.3020	14.06404
10317.000067861.26479	15.25764
10317.000005848.2932	12.18962
10317.000004284.2909	15.42022
10317.000039858.26484	13.71459
10317.000002043.2946	6.361329999999999
10317.000014687.3020	20.9288
10317.000040398.26484	12.470449999999998
10317.000031934.3099	12.899299999999998
10317.000014317.2917	14.80378
10317.000046707.4033	12.75689
10317.000016462.3022	21.73991
10317.000026080.2988	14.43259
10317.000048351.4491	6.97096
10317.000071556.45578	14.29765
10317.000050365.46739	12.99645
10317.000069178.25862	13.9657
10317.000073811.42298	9.403540000000001
10317.000013561.2921	6.126149999999999
10317.000033679.2982	16.10316
10317.000067948.26479	17.14805
10317.000003794.2946	11.955210000000001
10317.000051182.26480	9.442520000000002
10317.000083005.48742	15.88067
10317.000004213.2909	15.38834
10317.000041659.25370	18.04243
10317.000046382.4491	15.394079999999999
10317.000014034.3018	10.817199999999998
10317.000065831.25853	12.667229999999998
10317.000059076.25370	12.07742
10317.000006009.2960	8.52735
10317.000070755.31503	17.36073
10317.000001552.2948	11.230169999999998
10317.000028137.3022	8.985270000000002
10317.000049987.31503	11.738079999999998
10317.000048392.26484	13.30084
10317.000072610.53379	13.25308
10317.000052013.48742	11.0752
10317.000033294.7852	6.172890000000001
10317.000074355.41931	18.61481
10317.000058838.25862	14.02515
10317.000052329.4491	16.932439999999996
10317.000007842.2926	20.349310000000003
10317.000039519.25370	13.464690000000001
10317.000069106.26480	17.002789999999997
10317.000020652.26478	12.951300000000002
10317.000032834.26484	16.53452
10317.000011244.2917	16.86963
10317.000051206.25501	13.11532
10317.000071854.42298	19.57211
10317.000103628.62401	12.85664
10317.000028112.3099	10.338300000000002
10317.000005430.2960	20.47195
10317.000052424.25862	8.532070000000001
10317.000086637.51570	19.718230000000002
10317.000042663.4016	12.031839999999999
10317.000030067.2982	19.009189999999997
10317.000040358.3080	13.190980000000003
10317.000013730.2913	12.565739999999998
10317.000015382.2919	9.476589999999998
10317.000039624.25862	12.9144
10317.000051199.4021	11.156270000000003
10317.000035776.25501	12.238240000000001
10317.000099153.54638	17.93402
10317.000002563.2948	8.99134
10317.000040350.3080	14.923770000000001
10317.000029339.3022	16.419089999999997
10317.000072089.48742	18.11958
10317.000073309.31503	9.137880000000001
10317.000072423.45578	10.534939999999999
10317.000009011.2905	12.508750000000001
10317.000008196.2907	27.05588
10317.000029449.3098	16.56062
10317.000015174.2919	10.747259999999999
10317.000079412.45578	7.03893
10317.000031326.2982	7.577390000000001
10317.000050435.46739	26.73237
10317.000059845.25853	13.96879
10317.000068010.26479	13.473500000000001
10317.000065819.25853	18.234330000000003
10317.000042549.7852	15.43466
10317.000029397.4583	13.001909999999999
10317.000011358.2932	23.20789
10317.000022965.3018	18.386290000000002
10317.000040159.3516	10.36286
10317.000050001.7852	20.34215
10317.000054138.26531	10.046239999999997
10317.000054098.25501	5.94958
10317.000097172.62401	13.891290000000001
10317.000003201.2948	15.64884
10317.000101071.56187	13.25372
10317.000037508.4016	16.661189999999998
10317.000013732.2917	10.065960000000002
10317.000005750.2905	9.242469999999999
10317.000073858.50470	10.130600000000001
10317.000007664.2907	10.20362
10317.000066470.26478	11.535269999999999
10317.000016772.2921	17.502589999999998
10317.000042689.4016	20.44589
10317.000046885.4033	15.535879999999999
10317.000046435.25853	16.74966
10317.000036058.3098	9.387220000000001
10317.000027703.4583	12.535879999999999
10317.000073828.33800	13.66909
10317.000072637.41931	10.60372
10317.000031298.2982	22.844790000000003
10317.000058855.30606	19.001189999999998
10317.000030509.26478	11.086899999999998
10317.000039592.25498	10.31398
10317.000010845.2917	19.09686
10317.000032665.32981	19.211060000000003
10317.000042798.25370	15.76453
10317.000003798.2946	16.4907
10317.000067933.26479	21.51281
10317.000022065.3020	18.80077
10317.000073599.50470	10.78642
10317.000014232.2917	19.20136
10317.000051535.4021	6.857779999999999
10317.000066794.50470	10.590050000000002
10317.000098416.62401	4.157
10317.000084206.42298	9.11736
10317.000015276.2919	18.14577
10317.000037557.3099	16.06019
10317.000013217.2911	8.59781
10317.000071435.30606	17.71618
10317.000018401.2988	18.81522
10317.000047579.54638	8.39501
10317.000003493.2909	13.60898
10317.000039612.31503	14.240670000000001
10317.000066753.33800	9.90124
10317.000038153.32981	17.041980000000002
10317.000028207.3516	18.393279999999997
10317.000074571.54638	6.70819
10317.000011163.2917	14.81275
10317.000039517.25370	11.91831
10317.000036921.26481	17.65768
10317.000028284.3098	14.942219999999999
10317.000023175.3020	4.781000000000001
10317.000031477.2982	7.578320000000001
10317.000021590.2988	15.30449
10317.000027358.3022	7.436839999999999
10317.000091071.52698	15.345389999999998
10317.000051989.7852	15.89044
10317.000097026.62401	4.63674
10317.000072433.42298	14.74677
10317.000016347.2919	17.69052
10317.000097272.56187	14.844089999999998
10317.000062991.25853	12.508199999999999
10317.000033042.3516	20.27057
10317.000047654.25370	12.10705
10317.000038409.25501	12.70149
10317.000030735.3099	18.2472
10317.000028914.3022	12.77905
10317.000089982.51570	12.642149999999999
10317.000075968.54638	18.6716
10317.000011341.2917	15.25292
10317.000023643.25370	9.85289
10317.000052019.51570	7.96126
10317.000068020.26479	16.50986
10317.000030419.2982	22.572290000000002
10317.000046987.4033	16.02162
10317.000062977.31503	14.37146
10317.000017769.2923	14.27813
10317.000074352.42299	16.855600000000003
10317.000015708.26483	6.906279999999999
10317.000036385.26481	12.940919999999998
10317.000010298.2909	10.22127
10317.000089227.48742	13.7881
10317.000038229.7852	18.66608
10317.000031295.2982	17.83666
10317.000001001.2960	12.36668
10317.000046359.25501	15.05709
10317.000032639.3098	16.58687
10317.000022512.3018	17.74147
10317.000037580.3099	8.121839999999999
10317.000005875.3020	4.95162
10317.000012451.32954	7.44112
10317.000027245.3022	19.01006
10317.000001966.2946	13.93408
10317.000075977.51570	16.12073
10317.000062091.31503	9.81196
10317.000036848.26484	17.99307
10317.000016501.2919	14.03149
10317.000101024.56079	12.0788
10317.000015300.2921	19.20019
10317.000073252.31503	17.91121
10317.000028431.25862	14.58172
10317.000036043.26531	12.78928
10317.000050278.4491	16.90647
10317.000070713.42299	21.18797
10317.000079005.42298	20.393209999999996
10317.000058459.26478	13.2785
10317.000009567.2907	6.506249999999999
10317.000084286.42298	12.8905
10317.000023831.3022	20.149009999999997
10317.000033509.25501	18.090500000000002
10317.000006641.2960	8.15475
10317.000027774.3022	11.51892
10317.000089498.48742	15.14458
10317.000004930.2905	11.006999999999998
10317.000002418a.2248	15.5133
10317.000076211.42298	13.29502
10317.000040405.26481	12.27824
10317.000070766.30606	16.715989999999998
10317.000068005.26479	15.15339
10317.000049825.26480	13.273699999999998
10317.000014638.2982	6.53127
10317.000022597.3018	13.8444
10317.000012211.2932	10.353069999999999
10317.000068485.56187	13.09779
10317.000007683.2907	5.085439999999999
10317.000041694.4016	18.443080000000002
10317.000058819.26478	5.992
10317.000012440.26483	39.26855999999999
10317.000026437.3018	7.361469999999999
10317.000020401.25501	10.381669999999998
10317.000005806.2907	10.93846
10317.000072194.42298	15.623730000000002
10317.000059848.25370	11.275989999999998
10317.000050571.46739	4.92169
10317.000001911.2946	16.393050000000002
10317.000065596.30606	13.125039999999998
10317.000074600.56187	18.15319
10317.000009015.2907	15.31841
10317.000076665.54638	16.57215
10317.000046164.4016	12.149350000000002
10317.000031910.4583	8.92279
10317.000037560.3099	17.28765
10317.000031333.3099	14.16876
10317.000033471.26484	12.243649999999999
10317.000007221.26483	8.69099
10317.000006074.2907	13.61967
10317.000073566.50470	11.44749
10317.000039537.25853	10.41154
10317.000073900.50470	15.800010000000002
10317.000046911.4033	11.82581
10317.000027715.3020	15.631549999999999
10317.000041777.25370	17.67608
10317.000004859.2907	14.64076
10317.000005768.2907	14.60963
10317.000069394.31503	10.41862
10317.000017747.2923	12.749369999999999
10317.000054062.25370	6.556830000000001
10317.000054154.31503	10.28389
10317.000046953.4033	17.62896
10317.000036928.3099	17.077370000000002
10317.000027299.3020	14.61089
10317.000092975.56079	13.28287
10317.000005653.2946	18.227489999999996
10317.000072545.31503	14.66324
10317.000052347.51570	13.550780000000001
10317.000047643.25501	19.91043
10317.000015781.26485	16.85378
10317.000010406.26485	10.520579999999999
10317.000059033.25862	16.18587
10317.000050412.46739	9.78161
10317.000068026.26479	12.43178
10317.000001516.2948	12.91603
10317.000038246.26484	19.635640000000002
10317.000058867.33800	8.804670000000002
10317.000015503.4583	10.78267
10317.000050630.46739	20.476020000000002
10317.000033783.7852	15.0486
10317.000054190.26478	8.1169
10317.000001726.2948	11.60035
10317.000079791.42298	9.52689
10317.000093396.52698	17.50069
10317.000058385.41931	17.285909999999998
10317.000009484.3098	11.90143
10317.000033677.3099	15.161169999999998
10317.000047377.4491	19.09265
10317.000058429.26478	7.7874099999999995
10317.000037570.25501	16.13402
10317.000047232.7852	15.537710000000002
10317.000070721.31503	17.25787
10317.000058772.31503	9.7173
10317.000013900.2932	17.282589999999995
10317.000007362.32954	17.00484
10317.000023863.3020	7.457929999999998
10317.000007772.2926	7.5367999999999995
10317.000039524.25498	10.15618
10317.000010470.26485	8.55048
10317.000097310.54638	9.20985
10317.000028154.3022	18.25834
10317.000012227.2932	9.223550000000001
10317.000051237.7852	19.029939999999996
10317.000094529.52698	7.60423
10317.000048270.4491	11.569329999999999
10317.000009164.2932	12.07178
10317.000004822.2946	14.125549999999997
10317.000065836.30606	12.961650000000002
10317.000101316.62401	14.417559999999998
10317.000030553.3516	14.751180000000002
10317.000067566.26479	17.550829999999998
10317.000031307.25370	13.14058
10317.000001135.2948	5.426769999999999
10317.000089996.51570	20.786339999999996
10317.000013001.2911	19.68712
10317.000014971.2917	9.652759999999999
10317.000051538.4491	6.90412
10317.000007667.2911	8.34224
10317.000101186.56187	20.742419999999996
10317.000038111.7852	13.29251
10317.000050430.46739	18.93629
10317.000038378.26484	15.53869
10317.000076661.48742	16.78997
10317.000040315.3516	18.40302
10317.000053401.7852	12.982980000000001
10317.000030379.2982	13.655609999999998
10317.000007336.26485	7.5422400000000005
10317.000042927.4491	8.13463
10317.000031022.2982	17.18472
10317.000073303.33800	12.72364
10317.000084527.42298	18.0668
10317.000047257.53347	19.95944
10317.000011193.2913	14.156059999999998
10317.000071905.31503	9.515780000000001
10317.000021267.2988	9.42359
10317.000047186.25501	11.35418
10317.000013998.2923	8.700730000000002
10317.000030377.3516	10.87196
10317.000073603.50470	8.306820000000002
10317.000007131.2812	21.886950000000002
10317.000014566.2919	10.611939999999999
10317.000028832.4583	12.937199999999999
10317.000039604.25498	12.636
10317.000003282.2948	10.10597
10317.000040098.3516	15.809750000000001
10317.000053357.7852	18.84403
10317.000050331.25501	12.21137
10317.000018335.2988	11.62063
10317.000011951.2932	18.70608
10317.000022258.25370	17.636
10317.000067931.30606	12.495629999999998
10317.000050448.46739	24.39810000000001
10317.000092816.54638	19.20714
10317.000058382.45578	18.31442
10317.000027803.3022	13.142680000000002
10317.000092798.56187	10.07533
10317.000047578.54638	9.399610000000001
10317.000010894.2932	12.11136
10317.000073374.50470	7.40556
10317.000013045.2911	10.37912
10317.000065677.25853	6.089780000000002
10317.000058319.25370	15.598749999999997
10317.000065815.25853	18.490119999999997
10317.000022399.3099	20.516830000000002
10317.000048267.25501	18.929479999999998
10317.000071385.30606	12.776210000000003
10317.000021782.3018	16.3748
10317.000027271.3020	6.72726
10317.000016188.3099	18.96471
10317.000092795.54638	13.30261
10317.000046342.7852	17.85995
10317.000012454.32954	26.435560000000002
10317.000009139.2905	14.12699
10317.000007487.26483	13.277200000000002
10317.000023406.3018	5.9823699999999995
10317.000067607.26479	13.30809
10317.000016287.2921	18.99664
10317.000003551.2907	5.847039999999998
10317.000005686.2960	14.36814
10317.000003972.2948	12.01134
10317.000002395.2960	4.95786
10317.000090530.52698	7.9392499999999995
10317.000030182.3099	21.878740000000004
10317.000017653.2923	15.510379999999998
10317.000006837.2907	9.609539999999999
10317.000002955.3020	17.29208
10317.000013397.2917	15.687589999999998
10317.000071546.50470	15.916310000000001
10317.000068756.53379	14.57608
10317.000067747.26479	10.776689999999999
10317.000012195.2988	16.99036
10317.000023346.2988	16.06478
10317.000046432.25853	20.62936
10317.000065698.25853	11.954519999999999
10317.000013368.2911	15.61582
10317.000038010.26484	17.473689999999998
10317.000050566.46739	7.88456
10317.000050928.46739	18.338869999999996
10317.000093438.52698	14.43553
10317.000017093.3020	12.02501
10317.000066747.25853	12.12229
10317.000066446.25862	6.768420000000001
10317.000069728.26478	14.5528
10317.000022048.2988	9.1173
10317.000072230.51570	15.0275
10317.000052290.26480	6.129229999999999
10317.000021275.3022	14.65259
10317.000050616.46739	23.33368
10317.000065715.25498	21.406599999999997
10317.000044325.4016	9.235489999999999
10317.000028072.3022	12.80982
10317.000063386.26480	24.24892
10317.000059171.25853	15.012180000000003
10317.000031219.3099	17.29651
10317.000009534.2909	17.30952
10317.000022406.45578	21.08344
10317.000010415.26483	7.4776
10317.000030330.3099	16.037200000000002
10317.000063196.26480	34.23934
10317.000002132.2946	13.68962
10317.000084473.42298	17.33672
10317.000096833.62401	18.265770000000003
10317.000014930.2919	13.15591
10317.000015541.2913	12.454270000000001
10317.000016232.2921	20.414639999999995
10317.000068320.25862	18.692949999999996
10317.000047837.53347	18.261789999999998
10317.000013003.2917	8.3017
10317.000006710.2905	17.024210000000004
10317.000028180.2982	22.61232
10317.000001902.2905	15.56692
10317.000013074.2911	11.366779999999999
10317.000073399.50470	9.42278
10317.000004830.2946	13.372689999999999
10317.000066924.25862	17.697390000000002
10317.000076313.54638	14.370650000000001
10317.000066556.25862	5.170669999999999
10317.000047858.53347	15.734549999999999
10317.000048407.26484	25.12523
10317.000006014.2932	11.284790000000001
10317.000038068.26484	14.938239999999999
10317.000012949.2911	16.95234
10317.000031291.26531	24.503719999999994
10317.000022974.25853	15.806709999999999
10317.000029296.3099	7.3666199999999975
10317.000090116.53379	16.00969
10317.000033226.25501	16.692349999999998
10317.000027201.3020	15.253959999999998
10317.000067877.26479	16.41065
10317.000016490.2919	17.34897
10317.000023821.42298	16.22544
10317.000039518.25370	23.349990000000002
10317.000007596.26485	7.0942
10317.000037543.4016	15.160599999999999
10317.000070665.48742	9.622340000000001
10317.000059960.25862	18.82349
10317.000063384.26480	7.43055
10317.000063006.25853	11.61479
10317.000049807.4491	26.367120000000003
10317.000040102.25501	12.822070000000002
10317.000042822.26478	9.161679999999999
10317.000013286.2917	15.476740000000001
10317.000087258.48742	8.28761
10317.000041336.3516	15.900629999999998
10317.000058543.50470	10.42726
10317.000020039.2988	11.71026
10317.000030971.25853	17.2042
10317.000030577.26531	13.75813
10317.000004786.2905	11.93332
10317.000060286.42298	9.629460000000002
10317.000068028.26480	11.934159999999999
10317.000059879.41931	11.06673
10317.000023006.3018	16.43111
10317.000084266.42298	11.79454
10317.000014534.2917	16.13933
10317.000058759.33800	13.993829999999999
10317.000098358.62401	5.418939999999999
10317.000071888.45578	10.334439999999999
10317.000079149.53379	17.82517
10317.000002589.2946	13.52641
10317.000075891.54638	8.92669
10317.000012474.26483	18.297810000000005
10317.000027198.3020	11.387240000000002
10317.000013689.2913	16.743999999999996
10317.000026466.3516	14.00526
10317.000016449.2921	17.886770000000002
