,sample_id,PC1,PC2,PC3,label
0,1000,6.612902817642246,4.430072639149736,0.4816739586992429,feces
1,1001,0.6987395385520233,0.8678661798037446,-0.977428472333491,feces
2,1002,11.507432046007805,7.835496780237032,-3.642621589024656,feces
3,100332,4.715063506543224,3.5637838289387505,-4.281528037269735,feces
4,100333,-0.12163285442768035,-1.49440059391151,-0.9451454713890628,feces
5,100335,7.185936223592588,0.7843470529515945,6.135364990475099,feces
6,100340,1.092739258746693,-1.4213656645855761,0.5034545078640704,feces
7,100343,10.039459059322851,3.197675640864774,4.956217470878696,feces
8,100344,2.676891578387251,-4.507728615087442,1.7982689640828435,feces
9,100346,4.868616761461887,2.813097157311855,0.9516413164146356,feces
10,100347,-1.162694696560971,-2.3460563720924266,0.4867235375761302,feces
11,100351,7.329820301100584,2.0651058052014633,1.6287648076282215,feces
12,100355,3.5623687790644847,11.533287678023848,-7.9822582838052645,feces
13,100356,6.148982140669253,4.4037677985878085,-1.6253364793864593,feces
14,100360,4.396592161183383,0.034131738302678155,-0.5734056156185345,feces
15,100363,3.072588385320172,1.3003192507597745,-0.8043681038374635,feces
16,100364,-3.8761407455002352,-4.787854836527441,-1.910766788461673,feces
17,100365,2.3581599438137624,0.7196351160870524,-0.02517103477332279,feces
18,100366,4.73143899759638,3.661504525716389,-5.578292126445527,feces
19,100367,-1.972617516172538,-3.229724482893665,3.028188997735501,feces
20,100369,-0.7151110631559032,-3.502199076117932,-1.3151677184293995,feces
21,100376,-0.7515378598371579,-3.922537808156611,0.7420207070210277,feces
22,100383,-1.1106706637631876,-0.6671535642786335,2.3475509593703814,feces
23,100385,2.164631578197715,0.1838164326946153,-0.9267468130238348,feces
24,100388,1.0548076832262423,-1.8909815197569235,1.161648824000435,feces
25,100394,0.4239652350524474,-3.09142506870592,-0.32238934479714826,feces
26,100399,-0.2994779059640158,1.1001115191984674,-1.5117010402934827,feces
27,1004,4.008700335072674,2.1773107722468117,-3.8795748079320056,feces
28,100403,0.6400600243559502,-0.953564659058572,-0.2029785444549455,feces
29,100404,6.720419618795089,2.215997596655752,0.4720316213415402,feces
30,100407,-1.2707038365590773,-4.353420225210407,0.2041639553514098,feces
31,100415,1.1366152767049986,-2.3069947977125707,-1.7548860549258385,feces
32,100416,-2.6637336032504386,-2.52078232122938,-1.5180298500997742,feces
33,100421,4.359101913355446,-2.5216037593606653,2.7265698799277125,feces
34,100422,0.7589670108263695,-2.813874387047857,1.2401917834479763,feces
35,100423,3.9677877278292017,3.192354066492969,6.54257692849709,feces
36,100424,4.77573811289112,2.1663007504397096,-0.027564848776277517,feces
37,100425,10.50240420563598,10.554824751900076,-1.8411572654496875,feces
38,100430,4.615315406021808,1.8192695343066152,-2.3607140363825616,feces
39,100433,0.5328742660113652,-0.5961341217462762,-0.18654014584353504,feces
40,100436,4.065822268600703,0.8622093002009313,0.21827037790390388,feces
41,100437,0.448684687654458,-1.3633812862033454,-2.0621064454693383,feces
42,100438,0.2326416240311747,0.7218936791919793,1.7543417959934413,feces
43,100439,3.3331204191383508,-0.5118511459686946,-3.0805868908623024,feces
44,100441,0.8429911254292598,2.9397819096799016,-6.585839564481008,feces
45,100442,-0.8816894572221379,-3.379890121681324,-2.958067459942189,feces
46,100443,0.6668727725995109,-2.481241070221123,-0.034806395712272994,feces
47,100445,-3.316374416652704,-6.604571422334801,-1.7471809239049745,feces
48,100448,5.077981567201609,3.886968826329328,0.16022254884967932,feces
49,100449,4.104774920540878,7.374762181422284,-2.8133074836729355,feces
50,100452,-0.8829372139767906,-0.05688759642505481,-0.8323236871278487,feces
51,100453,1.7896131207847088,-2.223820214824588,0.5432335296040558,feces
52,100458,2.378529900814604,-0.0303777964676285,-2.421564999863426,feces
53,100459,0.6881578618221322,-1.3560018059349035,-1.0776701766478654,feces
54,100466,3.38035064366449,0.5533239044480239,-3.2250521048340683,feces
55,100471,21.866216091809058,3.749414604988012,8.105651735921526,feces
56,100472,-1.2313479477620832,1.2855658262291825,-1.4563758188014322,feces
57,100473,5.155632508645735,2.329846633786524,0.1330727612611282,feces
58,100474,2.8985237365429213,-0.8155410419579198,-1.0166258540039894,feces
59,100475,0.6171689868866468,2.2622337876128142,-2.9816633085859334,feces
60,100476,2.8235692163801516,-0.6901756822300553,-0.8848449676135319,feces
61,100477,0.8713046949705558,-4.3641032972131315,-0.3613028043269063,feces
62,100480,5.048180398511519,1.0562687699506454,-0.8545664507777985,feces
63,100482,3.701907489741416,6.030027449165066,-2.9194459671230937,feces
64,100484,1.7131011764313444,0.4684330719174708,-2.231676012991092,feces
65,100490,-4.700412731341583,0.9592902274171784,-0.6859877638153206,feces
66,100491,1.202799121835605,0.4781878896862423,0.8507387022547775,feces
67,100492,-2.5790436001373576,-1.6024668665946409,-5.684665947348129,feces
68,100493,-4.618500704510892,-2.3148421597651767,-3.734193161548671,feces
69,100496,10.153926817881043,3.4664957528670035,1.3307506531335414,feces
70,100497,2.002941413243864,3.9250456656621786,-2.4064532625871,feces
71,100514,-2.0235052615563025,-5.9500819422204,2.0110422159744235,feces
72,100515,2.0018276099950456,-1.7406403692781365,-2.712412342537287,feces
73,100516,8.983634508429498,-1.6391301636285136,-0.7702182668479566,feces
74,100517,12.136378415841616,4.314490602041503,0.13064299422395773,feces
75,100518,7.2700085071102984,4.432699101343399,1.8977448097382168,feces
76,100521,-0.4809715647770178,-3.623358082276556,0.8009129076384571,feces
77,100522,-3.834550335157594,-6.764564314725384,3.499908088623778,feces
78,100523,-0.6554368725130959,-3.0240824176793955,-2.639587748999753,feces
79,100524,-2.5318465793475315,-5.197651800500465,-0.1678621619841146,feces
80,100525,-2.40055161935302,-3.952956891206557,1.802369871683245,feces
81,1008,11.576280009740115,11.299644210669825,-2.394672146719424,feces
82,10098,0.2860274109240909,-4.33873977883221,6.068107677781197,feces
83,100986,2.676225025374237,10.033002654759127,2.2323179856479896,feces
84,100989,1.6754298144328914,3.8798673716500627,-2.5089362220934817,feces
85,10099,-1.2348422612949217,-3.4979844506530724,0.22160704777138004,feces
86,100990,-2.955481476630585,-9.563889746455935,1.5711924476186787,feces
87,100991,0.5652380748632598,-0.8372410319625658,-3.17010056838768,feces
88,100996,11.546875754835668,4.312964048574797,0.542522647033868,feces
89,100998,-0.2792495028486885,-2.6459783351774533,-2.0050938584246834,feces
90,101000,-0.023685421162795837,-0.6889767552699269,0.6965052240500831,feces
91,101003,-1.7075965221111955,-5.125520147679755,1.3073490240107082,feces
92,101004,3.4938316275296515,-1.578240123328157,0.9524557163877512,feces
93,101005,1.4785820170671071,-0.9858070804335958,0.030062296012516733,feces
94,101006,1.2693590627783549,1.477759853964355,1.841626632983306,feces
95,101007,-0.2456851345770004,-4.3792375324789115,2.54059350263679,feces
96,101010,-1.0075289194948729,-3.9154112458465384,1.2740944960306455,feces
97,101013,-1.1352674419808295,-0.6809139979681114,-2.8236549564151208,feces
98,101014,4.4425917655852984,0.6067004166774194,0.8349399969120075,feces
99,101015,1.8953153508180245,-0.8392514180148091,2.1131037160875503,feces
100,101016,2.9346408961041885,-0.9480676848288876,2.952642155924017,feces
101,101018,1.6321161443101238,-5.65958191531846,2.1178767479938148,feces
102,101019,1.3557753578804943,4.281405770458936,1.1415223546833393,feces
103,10102,-0.546386231311788,-0.8070754839253179,-0.3865391758711687,feces
104,101023,2.141722548875808,-1.2702604259945347,-0.279273189457974,feces
105,101024,4.759138478587947,2.5768691362222054,0.7096306076858451,feces
106,101026,1.0453848382481403,2.2063814509403668,-1.9009082093227208,feces
107,101028,1.7827570105102135,2.2883624852205497,-2.452339355384414,feces
108,101029,1.5299461998643114,-0.5397973385406386,0.9481391542751378,feces
109,101030,10.003681049037695,3.4339723971796663,-3.0253235694658605,feces
110,101031,2.3455165174072947,0.57051309057586,-1.5499557477159467,feces
111,101032,3.0953448988074923,-3.876409340840438,6.457262818649335,feces
112,101033,5.035847856122493,-2.152060753881781,6.013221173831584,feces
113,101034,-0.8248849898199307,-6.650315125957823,-0.20863969121435624,feces
114,101035,4.226184136247075,-1.3977911499886777,0.3091639687330329,feces
115,10104,-0.33984418531639515,-0.990947869035818,-1.6647129788253092,feces
116,101040,-1.9746976393679898,-8.396795087372563,3.205055261628842,feces
117,101041,-2.9363492985364217,-3.90293405110372,1.0403767305815412,feces
118,101042,-4.001696593674241,0.7475354833838189,3.6795624172540498,feces
119,101043,-2.18615281534036,-2.6440415203291248,2.2228508837906107,feces
120,101049,3.5859416170745937,0.4687954941535128,0.9000750491792852,feces
121,10105,-1.4773170607256234,-3.939945074716376,-0.9827542930962392,feces
122,101050,15.64330978151892,4.0164690594518415,3.583780493030829,feces
123,101052,-1.046078980707888,1.100044929045891,-2.2949171296141917,feces
124,101053,-10.370907497279477,-2.9086311361985584,-4.00483997940142,feces
125,101054,-0.3273707562236547,-1.953717992755764,-2.4213390593704958,feces
126,101055,-1.1945288567676824,1.1536991465984137,-1.6997373070684374,feces
127,101056,-2.015382737564813,-2.6637606544411936,-0.8477876533251832,feces
128,101057,1.9158495595107796,8.230210913014743,-5.090049966608931,feces
129,101058,-5.807248568406309,-3.672430564718929,-5.393620998926141,feces
130,101059,0.9732056723389853,2.4609197360549104,-0.9325744121087058,feces
131,101060,-8.427283758435415,-1.7803533909345766,-1.859490853272199,feces
132,101061,0.4926861620261884,-0.0589121303104398,-1.1255053217816573,feces
133,101062,-1.504086262075465,-0.0853489210534065,-1.4594894605600488,feces
