sample_id,0,1,2,env_material
47146,1.309949162916576,1.872232500130367,-0.23554623418955153,feces
22501,-0.440899182449247,0.6683511383687477,-0.6715235451569025,feces
41609,-1.7319908521450473,0.9249700904227175,-0.15258235285692204,feces
82798,0.6015024094182088,2.7425800019740074,1.5003446607511963,feces
73297,7.346206631427875,-0.19439743041677804,-0.10599981483197388,feces
40508,0.024788018288688235,0.7609150700458798,0.8583693511497703,saliva
68781,-1.0194050635522252,0.9920707086761797,-0.4033596909036402,sebum
97974,-0.04104324912010202,0.7480422851473035,-0.14241325032709506,feces
79154,-1.6954736644505548,0.20315821073774293,-0.23313906603039744,feces
59915,-0.8144958525803626,-0.011132044529863796,0.40710361097640757,feces
21324,4.544566047639961,0.3328255149020623,-0.13992304582779563,feces
53371,-1.5883227926406838,-0.09087934448207415,0.32930831302579794,feces
18076,1.0116247297787198,0.02979989373616108,-0.2154021113015638,feces
54189,2.4755491561543304,-0.6731888074131614,0.3736319631580205,feces
60347,-1.0645842070726315,-0.35373489814890435,-0.39285753999441464,feces
43132,-0.18927979465372508,3.4619772006250646,-0.5970772803445781,feces
33506,0.08101102252744359,0.7140155785218614,0.47538124778814267,feces
33382,-1.0078874506637012,-0.10350760612474168,0.3783764837302256,feces
14142,-0.9917997840728271,-0.30418156004376057,0.3220742952292579,feces
46938,-1.3099942752693585,0.15752473651779134,0.07376285628641942,feces
16381,-0.8349068059554908,0.6205281073654387,1.3844865679084448,feces
16380,5.885394281201003,-0.19361545916170989,-0.11297838944660206,feces
14890,-1.452082261615687,1.0096222210112054,-0.3062096069722897,feces
5025,-2.472364854819893,2.3889389729478387,-0.8135900950798375,feces
50308,-1.7904502882670617,-0.410787093141489,-0.2223762725625464,feces
1766,0.1661408272010691,1.7954027333740827,1.7623284197736653,feces
15938,7.456294829537109,-0.6463851721058486,-0.1707391083838061,feces
58918,-1.24387549092739,-0.642820378180111,-0.6873281689901706,feces
94666,9.658004951325156,-0.39637221834551245,-0.10389599826369507,feces
68475,-0.9732338041255953,1.2540793759893631,0.9471573440963047,feces
73893,-1.0772141798595167,0.7381941959407612,-0.4997362771231089,feces
63280,-2.891023377534265,-3.3648316921830306,-0.07478635717363381,sebum
14893,-1.008062806210361,0.2914751390328374,0.29050053225747013,feces
71513,-0.7481021263132229,-1.0859619073219353,0.5031712584211434,feces
38028,-1.296409432717886,-0.3830375728415007,0.4524699410821947,feces
20577,-1.6082578352097614,-1.1498401139325372,0.4800523628386843,feces
23924,7.502120316401406,-0.6019550213513991,-0.0018803987440762957,feces
37970,-0.05613166610446415,-0.08045204181378734,-0.2818415694468861,feces
