sample_id,0,1,2,env_material
47146,7.8051616740243555,1.2148984494945592,4.992573932732325,feces
22501,0.5771817291078859,-4.215339302240257,-0.338956033490551,feces
41609,-3.0026644692148627,-5.022203845157337,-0.99008487071664,feces
82798,24.148732500801945,2.17866232145777,13.845580757848637,feces
73297,4.549599954115662,4.958776438362766,-0.7614138074612881,feces
40508,-12.183485370246343,8.97707083637936,-1.5277098987011581,saliva
68781,-6.175221936267397,1.726659865525352,-0.23797430640952147,sebum
97974,-4.158600186206155,-4.610087429998538,-0.7104701049082682,feces
79154,-2.6107982283549327,-4.144330191592384,0.06133983114180483,feces
59915,-2.348685231747158,-7.778403590620013,0.6248546169020622,feces
21324,9.22573175906421,0.7076026966162411,6.660842234958279,feces
53371,-0.7211928426124169,-0.7777101313045115,-1.9869142135480078,feces
18076,5.4398687696830565,3.075251883300418,-2.37543857565321,feces
54189,-1.4422389271893727,-6.114384599325119,1.1147030451444808,feces
60347,4.066184389373817,4.2979005938122405,-5.7666030703564815,feces
43132,2.532078816110754,-4.435996983567658,2.796811474672353,feces
33506,-0.7014925633792667,-2.917047744099575,-0.7406138648826931,feces
33382,-3.4222850704506285,-4.029391386452972,-0.7692456939770568,feces
14142,-1.4574172865605828,-3.75009357822591,-0.6184320747512703,feces
46938,-0.3817246072526469,-3.638998004049817,-0.647752738340754,feces
16381,0.10591845784458599,0.20017636687939522,-0.18096067476232808,feces
16380,13.673503732040656,2.465095892259194,7.376581283710804,feces
14890,1.0049075602023396,-2.824509852069193,1.853218519761477,feces
5025,0.6525331377507338,2.18547825074888,-4.243399248529587,feces
50308,-6.317373884031932,-3.654815163573855,1.8832131430480386,feces
1766,5.1786245998799645,0.6413733957347725,2.439940328954391,feces
15938,4.686358133550571,-3.0707430125730673,2.083880531276033,feces
58918,-2.2081925452983713,-5.2222372488221565,-2.018206936053297,feces
94666,11.953134597912099,4.779550532844685,0.549227282477951,feces
68475,0.6027320719643433,-3.8745349012634134,0.4563238173301202,feces
73893,10.293101582241302,5.292374145760823,0.1824006943346833,feces
63280,-8.304136647307457,-1.0665265417823415,0.69131944000788,sebum
14893,1.4138696979197292,3.5030791224748157,-2.1559798813315236,feces
71513,-6.16425659093584,-1.4071394971742677,-3.103118505686337,feces
38028,-1.3331820986319676,-4.447599101241672,-1.0973960480977374,feces
20577,-4.237909331032209,-6.787305374198098,-0.27366166059836766,feces
23924,5.943661070795585,4.6783475597673085,1.020855798661539,feces
37970,2.408380983365363,-1.3499098183552207,-1.6229189243917228,feces
7178,6.777501241801332,6.565417144430833,-2.5543689054468013,feces
82708,26.950244081007472,5.7778414970645535,8.369491567596313,feces
29316,3.394493383873676,0.524450743144884,-2.118651439012918,feces
20605,-0.46269310670541364,0.9938807792632074,-4.406436372878934,feces
6001,14.17560812747441,2.0689348199612505,4.184753644519903,feces
33208,8.75730115653475,4.837364020641616,-1.736311868367301,feces
59040,14.023866588591382,1.148369477145739,5.212780658010775,feces
30080,-6.365649633472933,-6.019532802091631,-0.8973764132898197,feces
10246,2.0169371145565993,-1.5856681284100416,2.353172170475139,feces
7750,-0.8152060612879062,-1.8331679571690367,-2.506588763153272,feces
74235,-6.566351710445717,2.3956969381407975,-0.15140320402082588,feces
67975,-3.635514811782582,-0.10261234820076442,-1.8269056819014453,feces
21977,-4.103626463015054,-5.751523680363643,1.0549542346464138,feces
28959,7.989857463497572,6.0620529663837255,-2.3569428302689714,feces
52274,0.8287199568465269,-2.9600010580427267,-2.3804904208295423,feces
15495,-5.108952565836159,4.613467806622553,5.273626898582815,sebum
97662,-0.9647040721439369,0.08918036823544241,-1.1069203131683651,feces
16331,0.42631424770980053,-0.42386784178247167,1.8593283881163807,feces
27801,1.5639598664766072,-3.5464687950710965,0.6258514967129116,feces
58338,1.9546846734738965,-0.9837974562988068,-1.0320477734612936,feces
18412,0.22732010172667622,-0.4356872500756788,0.5944978092909219,feces
58820,2.3268893635996477,-1.6129049169724314,-2.707104002467511,feces
17619,1.8185604228091883,1.408154047223813,0.33308952000043907,feces
10247,-1.7013185256382284,-2.93106191149099,-0.9788208874887697,feces
97286,0.9675501307884085,-1.98433836454591,-1.145240678590492,feces
7234,-9.329589580788602,7.384775272784783,3.132168519724418,sebum
47236,-1.9609272564361642,-8.352995561198886,0.8554761726622083,feces
9432,9.172992016915474,11.741763149521015,-3.341099334406675,feces
1812,1.2078439740019569,3.0076756578378236,-1.6976856431338407,feces
89224,-2.7049354642125545,-5.512752425739412,1.649513249025733,feces
73876,12.16541071743977,0.06452674939597548,3.2473982828332066,feces
29503,-0.06975044678540271,-0.0796933141073144,-1.3040940789133142,feces
67507,2.0095802527133104,5.9024894061760325,-2.4940667999469994,feces
87672,17.56529862196108,5.643048306035669,9.091458088947032,feces
30688,1.212014231893958,-5.421357932325501,3.1874200891766344,feces
46404,0.911459834592594,1.1700148016373053,-1.4165595897502783,feces
1765,2.6686716364091545,-4.797323745522762,0.851382676118872,feces
34247,4.438865691954329,2.653557574879025,-0.5323230466604206,feces
87641,-5.730599520144343,-5.255552436774739,-0.31787195059662193,feces
82763,2.9078029146252695,4.601859924780093,-0.010010634651852424,feces
37524,3.846064754791339,-2.102697613600181,-0.6834276614976704,feces
36919,-0.669514151814995,-3.259252661138413,-1.2459129598620504,feces
94706,0.3623427038561916,0.47746637181548746,-4.123019080050752,feces
39953,-1.4993165884974435,-2.780624555541183,0.6993716955713015,feces
20534,-6.527983410220754,-0.1031527506894047,0.8234604057602323,sebum
69828,2.093845285317689,-5.135708893347897,0.17013905697063034,feces
63328,-14.405067355070456,6.2502537440335155,9.421468725012675,sebum
10282,0.8922119129455877,-0.5187974669725538,-0.4841952327806613,feces
23440,2.5867191919593613,-0.46338712002380616,-2.3333415435057656,feces
40128,2.7413602623537923,-2.5198483016142976,1.168928762271526,feces
50565,-15.587188701054522,5.59223260507213,-4.7974147265379194,saliva
73329,5.3841314062333865,5.973566036393472,-2.0772190898128575,feces
46534,-1.720885846302861,-4.73020188902628,-1.9617733763435306,feces
10171,-11.078548243496131,7.752527823616984,1.7253844401935603,saliva
30344,4.252258805766856,-1.050455781864493,-1.7128130005411266,feces
2534,4.441483983274409,-0.7242844828605159,-1.9861181746650594,feces
27325,1.8371046506545596,0.8264832593208604,0.42867112643893596,feces
45027,3.806570666841467,1.2778237138375592,-1.8430316836743277,feces
41620,-1.715363079492027,-2.013720239283378,-0.7672535573540422,feces
17710,0.021447474385033024,-2.6176995458744097,-0.9817262387659486,feces
58884,7.687273431405079,4.226247732139299,1.5550639276123306,feces
21260,1.9533791523618176,0.3879066587203428,0.9581500956865185,feces
33228,-1.4288180204649858,-2.928060260871963,1.4341902545293952,feces
59943,2.4276271038885446,1.374287407877018,-1.2829314432817447,feces
4800,-0.3662855765636556,-5.773725230561235,1.8412718768287193,feces
43093,0.5796136800819164,-2.1132203861012706,-1.4013063877457488,feces
38490,-14.01129136452237,6.437450788365763,-1.1208244974826824,feces
14440,0.016801777714591657,2.7224252749550515,-1.323782843690837,feces
101054,-0.4456462463773979,-1.8193979246968275,-2.57377253737226,feces
